 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
    365    12    31  2003    201       0  rtu2010                4.000   30813.203       0.000     438.844       9.379       0.000      89.898     218.493     137.072       4.584       0.177      14.290       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    202       0  rtu2020                4.000   30724.910       0.000     434.829       9.370       0.000      82.912     218.493     133.930       4.253       0.196      17.094       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    203       0  rtu2030                1.845   24465.781       0.000     517.855       8.518       0.000      51.611     167.281       0.000       0.696       0.354      93.202       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    204       0  rtu2040                0.000       0.000       0.000       0.000       9.013       0.000       0.000       0.000       0.000       0.000       0.000       2.642       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    205       0  rtu2050                0.480   32269.250       0.000     872.714       8.324       0.000      83.379     230.646       8.453       0.024       0.117      30.675       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    206       0  rtu2060                1.419    9826.942       0.000     136.203       9.152       0.000      68.532      77.530      48.671       0.855       0.061      18.195       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    207       0  rtu2070                2.447   19368.422       0.000     275.801       9.215       0.000      30.523     133.642      81.879       3.064       0.119       4.464       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    208       0  rtu2080                4.000   29737.195       0.000     423.834       9.422       0.000     148.121     218.493     138.581       3.844       0.167      25.441       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    209       0  rtu2090                0.541   25697.508       0.000     524.727       8.507       0.000     107.752     230.644       0.000       0.022       0.046      63.063       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    210       0  rtu2100                0.439   38374.777       0.000    1136.471       8.289       0.000       2.627     230.644      13.206       0.027       0.129       5.211       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    211       0  rtu2110                0.000       0.000       0.000       0.000       9.236       0.000       0.000       0.000       0.000       0.000       0.000      18.750       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    212       0  rtu2120                4.000   31558.176       0.000     449.437       9.354       0.000      54.185     218.493     134.422       5.023       0.190       7.077       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    213       0  rtu2130                4.000   26946.543       0.000     380.154       9.463       0.000     232.695     218.491     138.070       1.617       0.165      54.533       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    214       0  rtu2140                4.000   31280.049       0.000     445.471       9.364       0.000      68.049     218.493     134.666       4.766       0.189       9.997       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    215       0  rtu2150                4.000   30444.170       0.000     433.597       9.394       0.000     110.721     218.493     137.682       4.261       0.173      18.221       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    216       0  rtu2160                0.000       0.000       0.000       0.000       8.339       0.000       0.000       0.000       0.000       0.000       0.000      53.415       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    217       0  rtu2170                2.765   30160.475       0.000     483.181       8.504       0.000     112.991     230.646       0.092       1.250       0.456      45.159       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    218       0  rtu2180                0.000       0.000       0.000       0.000       8.210       0.000       0.000       0.000       0.000       0.000       0.000       7.395       0.000      12.333       6.103       9.218       9.515       0.000       0.000       0.483
    365    12    31  2003    219       0  rtu2190                0.000       0.000       0.000       0.000       9.011       0.000       0.000       0.000       0.000       0.000       0.000       6.187       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    220       0  rtu2200                0.000       0.000       0.000       0.000       8.098       0.000       0.000       0.000       0.000       0.000       0.000      12.931       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    221       0  rtu2210                2.062   26739.564       0.000     471.432       8.519       0.000     129.805     230.644       0.156       0.298       0.260      60.429       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    222       0  rtu2220                0.438   38380.730       0.000    1164.047       8.491       0.000      71.247     223.174      17.225       0.026       0.121      10.897       0.000      12.421       6.191       9.306       9.358       0.000       0.000       0.496
    365    12    31  2003    223       0  rtu2230                0.000       0.000       0.000       0.000       8.210       0.000       0.000       0.000       0.000       0.000       0.000      28.253       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    224       0  rtu2240                1.565   28647.137       0.000     752.465       9.312       0.000      71.712     174.795      48.738       1.716       0.134       8.143       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    225       0  rtu2250                0.479   33047.695       0.000     852.978       8.502       0.000      95.969     223.172      13.483       0.034       0.117      22.581       0.000      12.421       6.191       9.306       9.358       0.000       0.000       0.496
    365    12    31  2003    226       0  rtu2260                0.120   10527.000       0.000     359.297       9.123       0.000      24.277      59.175       0.746       0.015       0.045       8.117       0.000      13.113       6.883       9.998      10.287       0.000       0.000       0.483
    365    12    31  2003    227       0  rtu2270                0.318   15293.297       0.000     314.511       8.362       0.000      68.808     135.503       0.246       0.036       0.055      13.087       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    228       0  rtu2280                0.541   26022.549       0.000     536.458       8.374       0.000      41.097     230.644       0.489       0.044       0.098      15.574       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    229       0  rtu2290                0.296   25904.455       0.000     870.318       8.969       0.000      77.351     145.663       4.277       0.036       0.098      15.860       0.000      12.800       6.570       9.685       9.977       0.000       0.000       0.483
    365    12    31  2003    230       0  rtu2300                0.426   19884.799       0.000     409.699       8.347       0.000     138.813     181.440       0.660       0.039       0.092      18.589       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    231       0  rtu2310                0.521   28072.760       0.000     637.017       8.522       0.000     159.975     230.644       0.000       0.014       0.080      68.101       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    232       0  rtu2320                0.541   23710.801       0.000     488.988       8.438       0.000     237.501     230.644       0.897       0.022       0.107      35.456       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    233       0  rtu2330                0.541   24623.135       0.000     507.523       8.430       0.000     214.013     230.644       1.083       0.038       0.111      24.673       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    234       0  rtu2340                0.494   31959.496       0.000     813.426       8.458       0.000      49.340     230.644       0.093       0.018       0.144      19.900       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    235       0  rtu2350                0.514   29412.732       0.000     683.532       8.497       0.000     141.848     230.644       0.108       0.021       0.105      45.402       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    236       0  rtu2360                0.475   33574.941       0.000     898.473       8.506       0.000     127.122     230.644       0.000       0.003       0.161      56.187       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    237       0  rtu2370                0.439   38318.664       0.000    1112.874       8.457       0.000      68.866     230.641       1.578       0.003       0.217      26.372       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    238       0  rtu2380                0.541   25434.705       0.000     523.508       8.435       0.000     175.322     230.644       0.822       0.045       0.105      21.344       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    239       0  rtu2390                0.439   38231.738       0.000    1090.251       8.495       0.000     131.838     230.644       0.000       0.000       0.227      47.901       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    365    12    31  2003    240       0  rtu2400                0.467   34944.609       0.000     921.305       8.501       0.000     163.308     230.646       0.117       0.007       0.184      55.950       0.000      12.175       5.944       9.060       9.358       0.000       0.000       0.483
    366    12    31  2004      1       0  rtu0010                4.000   30365.855       0.000     419.587       9.416       0.000     202.167     241.075     149.568       2.847       0.173      52.221       0.000      12.598       7.227       9.912       9.819       0.000       0.000       0.474
    366    12    31  2004      2       0  rtu0020                4.000   31339.328       0.000     435.372       9.393       0.000     181.060     241.077     149.825       3.477       0.174      43.996       0.000      12.598       7.227       9.912       9.819       0.000       0.000       0.474
    366    12    31  2004      3       0  rtu0030                4.000   34078.301       0.000     480.617       9.340       0.000     130.133     241.075     151.393       6.010       0.179      22.301       0.000      12.598       7.227       9.912       9.819       0.000       0.000       0.474
    366    12    31  2004      4       0  rtu0040                4.000   34447.551       0.000     486.163       9.440       0.000     145.196     236.318     149.320       6.755       0.170      25.192       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004      5       0  rtu0050                4.000   33796.008       0.000     477.028       9.462       0.000     160.308     236.318     149.240       6.476       0.171      31.653       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004      6       0  rtu0060                4.000   31707.453       0.000     446.646       9.492       0.000     198.672     236.318     148.527       4.753       0.169      47.322       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004      7       0  rtu0070                4.000   31252.281       0.000     435.915       9.520       0.000     214.795     236.318     148.961       4.831       0.169      54.070       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004      8       0  rtu0080                4.000   34315.180       0.000     484.453       9.448       0.000     153.289     236.318     150.691       6.882       0.167      26.835       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004      9       0  rtu0090                4.000   32364.650       0.000     450.008       9.477       0.000     185.985     236.316     148.618       5.234       0.169      43.165       0.000      12.743       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     10       0  rtu0100                4.000   30661.783       0.000     421.458       9.509       0.000     218.900     236.318     147.507       4.011       0.169      57.808       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     11       0  rtu0110                4.000   30422.904       0.000     422.198       9.509       0.000     219.105     236.318     146.883       3.530       0.171      58.193       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     12       0  rtu0120                4.000   32884.418       0.000     458.930       9.451       0.000     170.041     236.320     148.311       5.195       0.169      36.641       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     13       0  rtu0130                4.000   28557.568       0.000     382.460       9.527       0.000     247.229     236.318     144.427       1.582       0.171      73.370       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     14       0  rtu0140                4.000   28246.939       0.000     374.413       9.526       0.000     251.804     236.318     143.882       1.452       0.172      76.524       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     15       0  rtu0150                4.000   29067.049       0.000     396.483       9.527       0.000     241.375     236.318     145.393       2.242       0.171      69.458       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     16       0  rtu0160                4.000   31165.650       0.000     430.912       9.484       0.000     197.483     236.318     145.583       3.652       0.175      51.450       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     17       0  rtu0170                4.000   29841.293       0.000     403.423       9.500       0.000     219.773     236.320     143.857       2.546       0.177      63.013       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     18       0  rtu0180                4.000   30169.416       0.000     414.195       9.504       0.000     219.870     236.318     145.959       3.069       0.171      60.006       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     19       0  rtu0190                4.000   34692.117       0.000     482.390       9.491       0.000     173.286     236.318      96.771       4.159       0.342      57.271       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     20       0  rtu0200                2.720   20071.035       0.000     275.340       9.413       0.000     166.145     160.696      81.463       1.408       0.160      61.846       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     21       0  rtu0210                4.000   30346.355       0.000     424.252       9.627       0.000     266.402     236.318       0.000       0.927       0.537     155.437       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     22       0  rtu0220                1.818   14958.526       0.000     207.560       9.339       0.000     110.909     107.418      13.092       0.900       0.210      65.023       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     23       0  rtu0230                2.338   23372.855       0.000     327.425       9.477       0.000     104.707     138.109       1.762       3.032       0.340      67.087       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     24       0  rtu0240                1.333    7525.382       0.000      99.865       9.159       0.000      96.825      84.716       0.000       0.000       0.181      88.085       0.000      12.431       7.060       9.745       9.474       0.000       0.000       0.481
    366    12    31  2004     25       0  rtu0250                4.000   22576.557       0.000     299.600       8.621       0.000     290.478     254.151       0.000       0.000       0.543     180.113       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     26       0  rtu0260                4.000   22576.434       0.000     299.599       8.621       0.000     290.478     254.151       0.000       0.000       0.543     180.113       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     27       0  rtu0270                4.000   22576.234       0.000     299.597       8.621       0.000     290.479     254.151       0.000       0.000       0.543     180.114       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     28       0  rtu0280                4.000   22576.197       0.000     299.597       8.621       0.000     290.479     254.151       0.000       0.000       0.543     180.114       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     29       0  rtu0290                4.000   22624.449       0.000     301.725       8.621       0.000     290.386     254.151       0.000       0.000       0.544     179.220       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     30       0  rtu0300                4.000   22859.189       0.000     305.593       8.620       0.000     289.824     254.151       0.000       0.004       0.543     175.955       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     31       0  rtu0310                1.370   24071.527       0.000     419.925       8.577       0.000     216.454     254.148       0.000       0.022       0.168     154.061       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     32       0  rtu0320                1.032    6094.247       0.000      81.884       8.617       0.000      73.944      65.589       0.000       0.050       0.140     227.097       0.000      11.805       6.434       9.120       8.786       0.000       0.000       0.479
    366    12    31  2004     33       0  rtu0330                4.000   32357.705       0.000     459.454       9.044       0.000     180.062     268.768     162.812       4.879       0.181      22.778       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     34       0  rtu0340                4.000   32734.521       0.000     465.121       9.042       0.000     178.189     268.768     164.352       5.271       0.180      20.701       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     35       0  rtu0350                0.995   22480.615       0.000     680.872       8.559       0.000      74.741     166.436       0.000       0.235       0.191     123.199       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     36       0  rtu0360                0.151    8797.513       0.000     166.701       8.601       0.000      79.200      95.307       0.000       0.008       0.007     219.180       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     37       0  rtu0370                4.000   29421.102       0.000     404.218       9.526       0.000     237.260     236.318     146.069       2.723       0.171      66.742       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     38       0  rtu0380                0.134    6931.027       0.000     126.017       8.613       0.000      97.664      84.716       0.000       0.000       0.000     252.272       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     39       0  rtu0390                4.000   30198.971       0.000     415.319       9.506       0.000     221.124     236.318     146.443       3.137       0.170      59.618       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     40       0  rtu0400                2.155   23692.865       0.000     370.694       8.598       0.000     268.142     254.151       0.000       0.555       0.268     201.571       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     41       0  rtu0410                0.381   25842.047       0.000     666.959       8.575       0.000     220.041     254.151       0.000       0.008       0.048     189.776       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     42       0  rtu0420                0.402   25834.719       0.000     490.683       8.546       0.000     151.090     254.151       0.000       0.040       0.039     106.565       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     43       0  rtu0430                4.000   32717.199       0.000     464.801       9.040       0.000     174.200     268.768     164.042       5.167       0.181      20.532       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     44       0  rtu0440                0.402   25848.270       0.000     488.438       8.443       0.000     146.089     254.151       0.158       0.325       0.085      50.874       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     45       0  rtu0450                2.647   33417.336       0.000     521.912       9.182       0.000     200.841     268.768      11.624       2.103       0.351      89.712       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     46       0  rtu0460                4.000   29280.121       0.000     410.299       9.082       0.000     231.221     268.768     154.441       2.516       0.183      42.337       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     47       0  rtu0470                0.451   21853.473       0.000     411.272       9.255       0.000     291.145     268.768       0.000       0.000       0.000     236.717       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     48       0  rtu0480                4.000   25749.279       0.000     348.945       8.599       0.000     255.275     254.153       0.000       0.736       0.564     145.844       0.000      11.805       6.434       9.120       8.786       0.000       0.000       0.479
    366    12    31  2004     49       0  rtu0490                4.000   26272.135       0.000     346.672       9.109       0.000     279.193     268.768     136.262       0.329       0.185      72.805       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     50       0  rtu0500                0.451   21655.375       0.000     399.119       9.187       0.000     291.774     268.768       0.000       0.000       0.000     208.757       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     51       0  rtu0510                4.000   29940.793       0.000     419.781       9.180       0.000     233.459     263.522     127.919       2.524       0.252      57.977       0.000      12.112       6.741       9.426       9.819       0.000       0.000       0.449
    366    12    31  2004     52       0  rtu0520                4.000   29416.148       0.000     405.930       9.075       0.000     226.599     268.771     149.939       2.665       0.184      46.724       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     53       0  rtu0530                4.000   30413.102       0.000     427.164       9.251       0.000     269.501     268.768       0.000       0.914       0.586     128.447       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     54       0  rtu0540                0.451   26842.295       0.000     502.752       9.211       0.000     262.273     268.768       0.000       0.053       0.023     135.818       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     55       0  rtu0550                4.000   26817.924       0.000     364.643       9.109       0.000     272.275     268.768     143.206       0.722       0.184      63.263       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     56       0  rtu0560                2.563   31863.191       0.000     502.022       8.466       0.000     122.177     261.140       0.000       1.983       0.400      44.815       0.000      11.747       6.376       9.062       8.785       0.000       0.000       0.476
    366    12    31  2004     57       0  rtu0570                0.402   20751.760       0.000     364.625       8.404       0.000     293.284     254.151       0.000       0.000       0.088      94.418       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     58       0  rtu0580                4.000   31442.107       0.000     437.933       8.550       0.000     171.013     254.151       0.000       2.181       0.619      81.731       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     59       0  rtu0590                4.000   29905.197       0.000     423.335       9.077       0.000     222.709     268.768     158.210       3.017       0.182      36.252       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     60       0  rtu0600                0.174   11296.646       0.000     216.297       8.445       0.000      76.592     110.131       0.000       0.018       0.017      52.967       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     61       0  rtu0610                0.451   25583.557       0.000     479.590       9.225       0.000     279.926     268.768       0.000       0.027       0.010     155.589       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     62       0  rtu0620                0.329   38067.777       0.000    1366.443       8.483       0.000      86.793     254.151       0.765       0.033       0.162      22.800       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     63       0  rtu0630                0.417   32986.109       0.000     856.640       8.941       0.000     170.766     268.768       0.004       0.540       0.126      43.264       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     64       0  rtu0640                0.367   31656.951       0.000     918.116       8.348       0.000     112.172     254.153       2.730       0.406       0.128      19.810       0.000      11.805       6.434       9.120       8.786       0.000       0.000       0.479
    366    12    31  2004     65       0  rtu0650                0.451   25329.822       0.000     480.941       8.839       0.000     256.523     268.768       0.083       0.652       0.116      49.854       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     66       0  rtu0660                1.978   11330.035       0.000     151.450       8.507       0.000     143.201     125.650       0.000       0.005       0.269     108.227       0.000      11.805       6.434       9.120       8.786       0.000       0.000       0.479
    366    12    31  2004     67       0  rtu0670                0.369   37531.297       0.000     803.269       8.990       0.000     294.045     268.768       0.026       0.000       0.148     116.904       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     68       0  rtu0680                0.274   22240.703       0.000     553.356       8.345       0.000      30.459     183.876       1.832       0.511       0.095      11.448       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     69       0  rtu0690                0.402   27963.447       0.000     538.467       8.489       0.000     147.786     254.151       0.000       0.447       0.088      26.225       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     70       0  rtu0700                0.353   33954.086       0.000    1095.216       8.346       0.000     108.384     254.151       3.768       0.213       0.128      18.639       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     71       0  rtu0710                0.000       0.000       0.000       0.000       8.436       0.000       0.000       0.000       0.000       0.000       0.000      63.832       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     72       0  rtu0720                4.000   31673.615       0.000     449.489       9.055       0.000     194.007     268.768     162.363       4.413       0.181      26.240       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     73       0  rtu0730                0.402   28405.602       0.000     546.357       8.518       0.000     107.021     254.151       0.000       0.060       0.059      34.295       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     74       0  rtu0740                0.402   27906.389       0.000     537.305       8.490       0.000     170.684     254.151       0.000       0.487       0.091      30.629       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     75       0  rtu0750                0.369   38227.918       0.000    1500.626       8.910       0.000      68.887     268.768       0.003       0.054       0.242      19.828       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     76       0  rtu0760                4.000   29628.689       0.000     416.769       9.081       0.000     225.785     268.768     157.432       2.827       0.182      38.729       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     77       0  rtu0770                4.000   36011.531       0.000     506.777       9.456       0.000     147.574     236.318     112.614       5.866       0.271      40.330       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     78       0  rtu0780                0.359   33639.621       0.000     997.781       8.340       0.000      63.470     254.151       4.215       0.445       0.131      13.618       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     79       0  rtu0790                0.451   27459.088       0.000     520.261       8.824       0.000     219.190     268.768       0.139       1.307       0.127      36.448       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     80       0  rtu0800                4.000   31801.029       0.000     451.596       9.054       0.000     190.361     268.768     163.387       4.557       0.181      24.944       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     81       0  rtu0810                4.000   41752.531       0.000     586.503       9.499       0.000     136.883     236.318       0.000       5.861       0.605      71.049       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     82       0  rtu0820                0.370   31617.793       0.000     892.098       8.344       0.000      98.044     254.148       2.596       0.523       0.131      16.144       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     83       0  rtu0830                4.000   32510.602       0.000     456.795       9.500       0.000     194.659     236.318     150.393       5.952       0.167      43.869       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     84       0  rtu0840                0.397   31382.932       0.000     786.363       7.768       0.000     187.593     352.126       1.693       0.058       0.115      28.945       0.000      10.989       5.618       8.304       8.785       0.000       0.000       0.434
    366    12    31  2004     85       0  rtu0850                0.000       0.000       0.000       0.000       9.114       0.000       0.000       0.000       0.000       0.000       0.000      13.879       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     86       0  rtu0860                0.422   31191.084       0.000     893.016       8.811       0.000     193.099     268.768       1.801       0.877       0.134      30.541       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     87       0  rtu0870                0.000       0.000       0.000       0.000       9.102       0.000       0.000       0.000       0.000       0.000       0.000      10.810       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     88       0  rtu0880                0.000       0.000       0.000       0.000       8.148       0.000       0.000       0.000       0.000       0.000       0.000      22.854       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     89       0  rtu0890                1.896   31634.533       0.000     528.805       8.522       0.000     135.211     254.153       0.000       1.632       0.277      43.858       0.000      11.805       6.434       9.120       8.786       0.000       0.000       0.479
    366    12    31  2004     90       0  rtu0900                0.451   24361.295       0.000     462.896       8.845       0.000     283.592     268.768       0.000       0.028       0.109      52.873       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     91       0  rtu0910                0.000       0.000       0.000       0.000       9.159       0.000       0.000       0.000       0.000       0.000       0.000      23.494       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     92       0  rtu0920                4.000   31592.053       0.000     448.152       9.053       0.000     190.774     268.768     161.282       4.222       0.182      26.772       0.000      11.990       6.619       9.304       9.819       0.000       0.000       0.443
    366    12    31  2004     93       0  rtu0930                0.420   29066.904       0.000     729.526       7.431       0.000     148.271     393.926       1.370       0.087       0.127      16.688       0.000      10.641       5.270       7.956       8.785       0.000       0.000       0.415
    366    12    31  2004     94       0  rtu0940                2.571   18902.670       0.000     256.041       9.368       0.000     149.787     151.919      93.409       1.561       0.110      46.881       0.000      12.744       7.373      10.058       9.819       0.000       0.000       0.482
    366    12    31  2004     95       0  rtu0950                0.377   30390.494       0.000     743.599       8.547       0.000     204.623     254.151       0.000       0.035       0.086      91.406       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
    366    12    31  2004     96       0  rtu0960                0.188   21588.574       0.000     677.498       8.359       0.000     152.007     145.229       5.947       0.021       0.061      38.626       0.000      11.805       6.434       9.120       8.785       0.000       0.000       0.479
