 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2002     238       0  rtu2380                0.000       0.000       4.092       2.944       0.000       0.000            0.000           34.779          248.870            2.475           19.204           24.924            0.000            0.000            0.000
   365    12    31  2002     239       0  rtu2390                0.000       0.000      11.915       8.189       0.000       0.000            0.000          136.102          597.522            5.884           46.123           77.601            2.084            0.000            0.000
   365    12    31  2002     240       0  rtu2400                0.000       0.000      10.981       7.532       0.000       0.000            0.000          147.612          567.789            5.443           43.797           70.799            1.421            0.000            0.000
   365    12    31  2003       1       0  rtu0010                0.000       0.000       9.167       6.379       0.000       0.000            0.000           30.623          176.646            1.024           14.156           11.154           40.919            0.000            0.000
   365    12    31  2003       2       0  rtu0020                0.000       0.000       8.875       6.254       0.000       0.000            0.000           25.981          173.954            1.065           13.947           10.474           41.537            0.000            0.000
   365    12    31  2003       3       0  rtu0030                0.000       0.000       8.011       5.934       0.000       0.000            0.000           14.004          167.294            1.162           13.430            7.507           42.721            0.000            0.000
   365    12    31  2003       4       0  rtu0040                0.000       0.000       7.734       5.880       0.000       0.000            0.000           15.731          167.604            1.159           13.445            2.580           42.277            0.000            0.000
   365    12    31  2003       5       0  rtu0050                0.000       0.000       8.040       5.988       0.000       0.000            0.000           19.747          170.033            1.120           13.634            3.530           42.006            0.000            0.000
   365    12    31  2003       6       0  rtu0060                0.000       0.000       8.572       6.202       0.000       0.000            0.000           28.313          175.013            1.050           14.018            6.177           41.342            0.000            0.000
   365    12    31  2003       7       0  rtu0070                0.000       0.000       8.903       6.311       0.000       0.000            0.000           32.575          177.493            1.008           14.211            5.696           40.878            0.000            0.000
   365    12    31  2003       8       0  rtu0080                0.000       0.000       7.764       5.888       0.000       0.000            0.000           16.666          168.445            1.145           13.509            1.444           42.033            0.000            0.000
   365    12    31  2003       9       0  rtu0090                0.000       0.000       8.363       6.117       0.000       0.000            0.000           25.633          173.002            1.078           13.864            5.116           41.483            0.000            0.000
   365    12    31  2003      10       0  rtu0100                0.000       0.000       8.918       6.318       0.000       0.000            0.000           33.713          177.572            1.011           14.220            7.605           40.886            0.000            0.000
   365    12    31  2003      11       0  rtu0110                0.000       0.000       8.947       6.342       0.000       0.000            0.000           34.194          177.802            1.009           14.236            8.803           41.064            0.000            0.000
   365    12    31  2003      12       0  rtu0120                0.000       0.000       8.073       5.990       0.000       0.000            0.000           21.325          170.551            1.119           13.675            5.102           41.846            0.000            0.000
   365    12    31  2003      13       0  rtu0130                0.000       0.000       9.603       6.506       0.000       0.000            0.000           41.799          181.414            0.958           14.521           12.188           40.481            0.000            0.000
   365    12    31  2003      14       0  rtu0140                0.000       0.000       9.519       6.532       0.000       0.000            0.000           43.195          181.796            0.952           14.552           12.921           40.479            0.000            0.000
   365    12    31  2003      15       0  rtu0150                0.000       0.000       9.352       6.474       0.000       0.000            0.000           40.082          180.767            0.966           14.469           11.119           40.651            0.000            0.000
   365    12    31  2003      16       0  rtu0160                0.000       0.000       8.758       6.222       0.000       0.000            0.000           29.849          175.003            1.052           14.023            9.529           41.506            0.000            0.000
   365    12    31  2003      17       0  rtu0170                0.000       0.000       9.107       6.359       0.000       0.000            0.000           35.762          177.908            1.010           14.251           12.038           41.129            0.000            0.000
   365    12    31  2003      18       0  rtu0180                0.000       0.000       8.979       6.344       0.000       0.000            0.000           34.728          177.754            1.011           14.235            9.664           41.071            0.000            0.000
   365    12    31  2003      19       0  rtu0190                0.000       0.000      11.075       7.832       0.000       0.000            0.000           63.030          308.116            1.988           24.172          111.644           44.262            0.000            0.000
   365    12    31  2003      20       0  rtu0200                0.000       0.000       8.333       5.640       0.000       0.000            0.000           57.027          217.108            1.378           17.031           37.456           28.088            0.000            0.000
   365    12    31  2003      21       0  rtu0210                0.000       0.000      18.918      13.073       0.000       0.000            0.000          269.520          624.855            3.032           48.239          263.998           43.877            0.000            0.000
   365    12    31  2003      22       0  rtu0220                0.000       0.000       8.787       5.949       0.000       0.000            0.000           99.643          310.706            2.035           24.011           92.661           20.211            0.000            0.000
   365    12    31  2003      23       0  rtu0230                0.000       0.000      13.711       9.367       0.000       0.000            0.000          134.747          525.736            4.117           40.561          154.976           28.338            0.000            0.000
   365    12    31  2003      24       0  rtu0240                0.000       0.000      13.757       9.045       0.000       0.000            0.000          172.083          508.963            4.185           39.133           95.239           12.541            0.000            0.000
   365    12    31  2003      25       0  rtu0250                0.000       0.000      19.784      14.264       0.000       0.000            0.000          269.465          637.117            2.905           49.156          285.715           37.623            0.000            0.000
   365    12    31  2003      26       0  rtu0260                0.000       0.000      19.784      14.264       0.000       0.000            0.000          269.464          637.114            2.905           49.156          285.714           37.623            0.000            0.000
   365    12    31  2003      27       0  rtu0270                0.000       0.000      19.785      14.264       0.000       0.000            0.000          269.465          637.120            2.905           49.156          285.718           37.623            0.000            0.000
   365    12    31  2003      28       0  rtu0280                0.000       0.000      19.785      14.264       0.000       0.000            0.000          269.465          637.120            2.905           49.156          285.718           37.623            0.000            0.000
   365    12    31  2003      29       0  rtu0290                0.000       0.000      19.802      14.251       0.000       0.000            0.000          268.713          636.882            2.908           49.138          285.884           37.772            0.000            0.000
   365    12    31  2003      30       0  rtu0300                0.000       0.000      19.745      14.216       0.000       0.000            0.000          266.216          635.818            2.920           49.059          284.525           37.930            0.000            0.000
   365    12    31  2003      31       0  rtu0310                0.000       0.000      14.333      10.263       0.000       0.000            0.000          239.832          607.512            3.314           46.445          159.460           10.129            0.000            0.000
   365    12    31  2003      32       0  rtu0320                0.000       0.000      14.922      10.575       0.000       0.000            0.000          365.106          634.648            2.840           48.521           72.790            9.963            0.000            0.000
   365    12    31  2003      33       0  rtu0330                0.000       0.000       8.516       6.230       0.000       0.000            0.000           14.003          169.962            1.111           13.655           12.513           42.694            0.000            0.000
   365    12    31  2003      34       0  rtu0340                0.000       0.000       8.410       6.202       0.000       0.000            0.000           12.819          169.578            1.114           13.624           10.579           42.700            0.000            0.000
   365    12    31  2003      35       0  rtu0350                0.000       0.000      13.880      10.017       0.000       0.000            0.000          201.652          593.039            3.478           45.429          115.976            9.019            0.000            0.000
   365    12    31  2003      36       0  rtu0360                0.000       0.000      13.032       9.224       0.000       0.000            0.000          348.733          625.376            2.986           47.641           41.292            0.000            0.000            0.000
   365    12    31  2003      37       0  rtu0370                0.000       0.000       9.239       6.440       0.000       0.000            0.000           38.880          180.307            0.972           14.432           10.308           40.710            0.000            0.000
   365    12    31  2003      38       0  rtu0380                0.000       0.000      13.347       9.434       0.000       0.000            0.000          395.227          637.592            2.807           48.549           34.250            0.000            0.000            0.000
   365    12    31  2003      39       0  rtu0390                0.000       0.000       9.067       6.336       0.000       0.000            0.000           34.480          177.904            1.009           14.246            9.128           40.928            0.000            0.000
   365    12    31  2003      40       0  rtu0400                0.000       0.000      16.063      11.482       0.000       0.000            0.000          300.481          628.154            3.019           48.120          191.521           19.849            0.000            0.000
   365    12    31  2003      41       0  rtu0410                0.000       0.000      13.071       9.369       0.000       0.000            0.000          278.277          614.680            3.205           46.825          108.903            0.250            0.000            0.000
   365    12    31  2003      42       0  rtu0420                0.000       0.000      11.932       8.525       0.000       0.000            0.000          177.451          581.690            3.679           44.342          115.993            0.000            0.000            0.000
   365    12    31  2003      43       0  rtu0430                0.000       0.000       8.433       6.202       0.000       0.000            0.000           12.809          169.259            1.119           13.599           11.477           42.768            0.000            0.000
   365    12    31  2003      44       0  rtu0440                0.000       0.000       7.234       4.519       0.000       0.000            0.000           96.741          438.311            2.829           33.460           74.306            0.000            0.000            0.000
   365    12    31  2003      45       0  rtu0450                0.000       0.000      14.535      10.336       0.000       0.000            0.000          176.036          563.396            3.322           43.363          201.264           29.378            0.000            0.000
   365    12    31  2003      46       0  rtu0460                0.000       0.000       9.233       6.540       0.000       0.000            0.000           24.736          176.516            1.023           14.166           20.728           41.602            0.000            0.000
   365    12    31  2003      47       0  rtu0470                0.000       0.000      13.473       9.573       0.000       0.000            0.000          379.324          639.578            2.859           48.626          107.789            0.000            0.000            0.000
   365    12    31  2003      48       0  rtu0480                0.000       0.000      19.101      13.668       0.000       0.000            0.000          227.075          620.045            3.147           47.884          289.462           40.165            0.000            0.000
   365    12    31  2003      49       0  rtu0490                0.000       0.000      10.042       6.869       0.000       0.000            0.000           38.738          182.717            0.943           14.659           29.971           40.379            0.000            0.000
   365    12    31  2003      50       0  rtu0500                0.000       0.000      11.588       8.061       0.000       0.000            0.000          341.645          570.581            2.565           43.394          104.181            0.000            0.000            0.000
   365    12    31  2003      51       0  rtu0510                0.000       0.000      10.895       7.642       0.000       0.000            0.000           62.601          256.287            1.398           20.226           66.264           42.169            0.000            0.000
   365    12    31  2003      52       0  rtu0520                0.000       0.000       9.229       6.544       0.000       0.000            0.000           25.825          176.063            1.031           14.134           21.297           41.535            0.000            0.000
   365    12    31  2003      53       0  rtu0530                0.000       0.000      18.902      13.040       0.000       0.000            0.000          233.811          622.179            3.092           48.057          293.340           44.778            0.000            0.000
   365    12    31  2003      54       0  rtu0540                0.000       0.000      12.600       8.986       0.000       0.000            0.000          275.977          611.231            3.287           46.533          122.793            0.000            0.000            0.000
   365    12    31  2003      55       0  rtu0550                0.000       0.000       9.922       6.795       0.000       0.000            0.000           34.829          181.769            0.954           14.578           27.702           40.540            0.000            0.000
   365    12    31  2003      56       0  rtu0560                0.000       0.000      14.194      10.047       0.000       0.000            0.000           91.956          549.616            3.888           42.344          235.154           27.912            0.000            0.000
   365    12    31  2003      57       0  rtu0570                0.000       0.000       4.649       2.066       0.000       0.000            0.000          227.642          366.549            1.380           27.919           38.335            0.000            0.000            0.000
   365    12    31  2003      58       0  rtu0580                0.000       0.000      17.520      12.525       0.000       0.000            0.000          138.469          584.851            3.667           45.254          310.443           44.606            0.000            0.000
   365    12    31  2003      59       0  rtu0590                0.000       0.000       9.092       6.477       0.000       0.000            0.000           21.901          175.342            1.038           14.072           18.539           41.813            0.000            0.000
   365    12    31  2003      60       0  rtu0600                0.000       0.000      10.534       7.513       0.000       0.000            0.000           98.296          516.433            4.059           39.468           50.887            0.000            0.000            0.000
   365    12    31  2003      61       0  rtu0610                0.000       0.000      12.931       9.148       0.000       0.000            0.000          303.421          619.956            3.162           47.179          120.452            0.000            0.000            0.000
   365    12    31  2003      62       0  rtu0620                0.000       0.000      11.066       8.035       0.000       0.000            0.000           59.169          521.631            3.821           39.970          107.384            0.848            0.000            0.000
   365    12    31  2003      63       0  rtu0630                0.000       0.000       6.196       3.986       0.000       0.000            0.000           81.148          363.943            2.284           27.852           88.761            0.351            0.000            0.000
   365    12    31  2003      64       0  rtu0640                0.000       0.000       3.641       1.507       0.000       0.000            0.000           28.992          312.165            2.107           23.941           18.267            0.381            0.000            0.000
   365    12    31  2003      65       0  rtu0650                0.000       0.000       3.884       1.576       0.000       0.000            0.000          147.991          339.752            1.724           25.937           42.521            0.000            0.000            0.000
   365    12    31  2003      66       0  rtu0660                0.000       0.000      14.692      10.536       0.000       0.000            0.000          174.655          556.785            3.575           42.816          140.547           18.785            0.000            0.000
   365    12    31  2003      67       0  rtu0670                0.000       0.000       7.674       5.124       0.000       0.000            0.000          229.332          401.165            1.719           30.709           34.873            0.042            0.000            0.000
   365    12    31  2003      68       0  rtu0680                0.000       0.000       2.936       0.805       0.000       0.000            0.000           10.684          300.927            2.230           23.067           16.388            0.153            0.000            0.000
   365    12    31  2003      69       0  rtu0690                0.000       0.000       7.958       5.729       0.000       0.000            0.000           64.081          399.509            2.878           30.519           86.273            0.000            0.000            0.000
   365    12    31  2003      70       0  rtu0700                0.000       0.000       3.893       1.746       0.000       0.000            0.000           31.152          312.193            2.110           23.966           12.208            0.548            0.000            0.000
   365    12    31  2003      71       0  rtu0710                0.000       0.000      10.056       7.138       0.000       0.000            0.000          164.212          492.720            4.072           37.701            0.000            0.000            0.000            0.000
   365    12    31  2003      72       0  rtu0720                0.000       0.000       8.673       6.309       0.000       0.000            0.000           16.180          171.671            1.086           13.786           13.713           42.356            0.000            0.000
   365    12    31  2003      73       0  rtu0730                0.000       0.000      11.200       8.042       0.000       0.000            0.000           93.190          554.436            4.061           42.326          122.458            0.000            0.000            0.000
   365    12    31  2003      74       0  rtu0740                0.000       0.000       7.695       5.546       0.000       0.000            0.000           73.640          386.808            2.704           29.544           82.764            0.000            0.000            0.000
   365    12    31  2003      75       0  rtu0750                0.000       0.000       6.573       4.410       0.000       0.000            0.000           26.802          352.419            2.447           27.092           69.557            1.202            0.000            0.000
   365    12    31  2003      76       0  rtu0760                0.000       0.000       9.184       6.528       0.000       0.000            0.000           23.288          176.002            1.029           14.125           19.532           41.587            0.000            0.000
   365    12    31  2003      77       0  rtu0770                0.000       0.000       9.727       7.141       0.000       0.000            0.000           49.883          265.996            1.782           20.954           68.924           44.257            0.000            0.000
   365    12    31  2003      78       0  rtu0780                0.000       0.000       3.607       1.511       0.000       0.000            0.000           14.845          307.183            2.186           23.587           15.186            0.418            0.000            0.000
   365    12    31  2003      79       0  rtu0790                0.000       0.000       3.514       1.313       0.000       0.000            0.000          103.583          328.119            1.881           25.073           38.800            0.000            0.000            0.000
   365    12    31  2003      80       0  rtu0800                0.000       0.000       8.671       6.305       0.000       0.000            0.000           15.745          171.438            1.090           13.768           13.578           42.342            0.000            0.000
   365    12    31  2003      81       0  rtu0810                0.000       0.000      15.681      11.075       0.000       0.000            0.000          130.514          571.937            3.884           44.292          300.314           49.335            0.000            0.000
   365    12    31  2003      82       0  rtu0820                0.000       0.000       3.485       1.385       0.000       0.000            0.000           13.799          308.554            2.155           23.668           19.353            0.350            0.000            0.000
   365    12    31  2003      83       0  rtu0830                0.000       0.000       8.476       6.169       0.000       0.000            0.000           26.888          174.494            1.050           13.977            3.226           41.160            0.000            0.000
   365    12    31  2003      84       0  rtu0840                0.000       0.000       6.541       4.037       0.000       0.000            0.000           77.721          394.488            2.556           30.212           56.013            0.197            0.000            0.000
   365    12    31  2003      85       0  rtu0850                0.000       0.000       2.515       1.467       0.000       0.000            0.000            7.394          128.911            1.482            9.895            0.000            0.000            0.000            0.000
   365    12    31  2003      86       0  rtu0860                0.000       0.000       3.850       1.685       0.000       0.000            0.000           79.722          323.799            1.945           24.797           28.711            0.447            0.000            0.000
   365    12    31  2003      87       0  rtu0870                0.000       0.000       2.520       1.447       0.000       0.000            0.000            5.354          128.003            1.487            9.827            0.000            0.000            0.000            0.000
   365    12    31  2003      88       0  rtu0880                0.000       0.000       2.498       1.650       0.000       0.000            0.000           10.204          141.497            1.280           10.836            0.000            0.000            0.000            0.000
   365    12    31  2003      89       0  rtu0890                0.000       0.000      13.457       9.602       0.000       0.000            0.000          108.617          561.193            3.968           43.102          194.356           20.113            0.000            0.000
   365    12    31  2003      90       0  rtu0900                0.000       0.000       4.059       1.681       0.000       0.000            0.000          164.985          343.377            1.668           26.206           39.872            0.000            0.000            0.000
   365    12    31  2003      91       0  rtu0910                0.000       0.000       2.568       1.507       0.000       0.000            0.000           13.635          131.018            1.453           10.052            0.000            0.000            0.000            0.000
   365    12    31  2003      92       0  rtu0920                0.000       0.000       8.684       6.318       0.000       0.000            0.000           16.405          171.504            1.091           13.774           14.919           42.442            0.000            0.000
   365    12    31  2003      93       0  rtu0930                0.000       0.000       3.906       1.741       0.000       0.000            0.000           29.546          313.897            2.089           24.080           39.075            0.170            0.000            0.000
   365    12    31  2003      94       0  rtu0940                0.000       0.000       6.812       4.638       0.000       0.000            0.000           26.373          160.994            1.165           12.740            6.901           26.183            0.000            0.000
   365    12    31  2003      95       0  rtu0950                0.000       0.000      12.345       8.894       0.000       0.000            0.000          188.759          586.543            3.578           44.757          115.409            0.193            0.000            0.000
   365    12    31  2003      96       0  rtu0960                0.000       0.000       3.618       2.611       0.000       0.000            0.000           20.682          164.889            1.113           12.689            1.020            0.193            0.000            0.000
   365    12    31  2003      97       0  rtu0970                0.000       0.000       8.644       6.292       0.000       0.000            0.000           15.500          171.210            1.093           13.750           13.415           42.412            0.000            0.000
   365    12    31  2003      98       0  rtu0980                0.000       0.000       4.440       2.387       0.000       0.000            0.000            0.000          300.958            2.285           23.221            5.051            0.530            0.000            0.000
   365    12    31  2003      99       0  rtu0990                0.000       0.000      12.950       9.273       0.000       0.000            0.000           89.689          557.946            4.030           42.795          183.669           14.487            0.000            0.000
   365    12    31  2003     100       0  rtu1000                0.000       0.000       9.455       6.489       0.000       0.000            0.000           40.774          181.085            0.962           14.494           11.573           40.340            0.000            0.000
   365    12    31  2003     101       0  rtu1010                0.000       0.000       2.501       1.457       0.000       0.000            0.000            6.134          128.399            1.487            9.857            0.000            0.000            0.000            0.000
   365    12    31  2003     102       0  rtu1020                0.000       0.000       4.365       2.222       0.000       0.000            0.000            5.310          311.353            2.223           23.947           14.235            0.513            0.000            0.000
   365    12    31  2003     103       0  rtu1030                0.000       0.000       5.220       2.961       0.000       0.000            0.000           95.254          334.714            1.804           25.736            6.694            0.318            0.000            0.000
   365    12    31  2003     104       0  rtu1040                0.000       0.000      17.989      12.925       0.000       0.000            0.000          162.869          596.112            3.526           46.093          318.744           42.630            0.000            0.000
   365    12    31  2003     105       0  rtu1050                0.000       0.000       4.009       1.801       0.000       0.000            0.000           54.826          321.444            1.983           24.645           39.854            0.036            0.000            0.000
   365    12    31  2003     106       0  rtu1060                0.000       0.000       4.035       3.033       0.000       0.000            0.000           17.920          175.806            1.056           13.554           10.002            0.172            0.000            0.000
   365    12    31  2003     107       0  rtu1070                0.000       0.000      12.752       9.378       0.000       0.000            0.000          149.080          580.200            3.643           44.385          110.531            0.627            0.000            0.000
   365    12    31  2003     108       0  rtu1080                0.000       0.000       9.587       6.701       0.000       0.000            0.000           29.213          179.608            0.982           14.407           24.256           40.999            0.000            0.000
   365    12    31  2003     109       0  rtu1090                0.000       0.000       4.996       3.849       0.000       0.000            0.000            3.545          145.029            1.408           11.487            2.318           26.021            0.000            0.000
   365    12    31  2003     110       0  rtu1100                0.000       0.000       5.729       3.315       0.000       0.000            0.000          157.409          356.880            1.499           27.394            5.732            0.054            0.000            0.000
   365    12    31  2003     111       0  rtu1110                0.000       0.000       8.383       6.091       0.000       0.000            0.000           19.405          170.750            1.109           13.697           10.081           42.154            0.000            0.000
   365    12    31  2003     112       0  rtu1120                0.000       0.000      10.426       7.355       0.000       0.000            0.000          101.135          530.826            3.791           40.524          114.672            0.000            0.000            0.000
   365    12    31  2003     113       0  rtu1130                0.000       0.000       3.806       1.525       0.000       0.000            0.000          139.120          337.747            1.752           25.788           41.175            0.000            0.000            0.000
   365    12    31  2003     114       0  rtu1140                0.000       0.000      10.245       7.277       0.000       0.000            0.000          177.252          502.606            3.992           38.443            0.000            0.000            0.000            0.000
   365    12    31  2003     115       0  rtu1150                0.000       0.000       4.506       2.358       0.000       0.000            0.000           29.095          315.152            2.075           24.243           16.008            0.369            0.000            0.000
   365    12    31  2003     116       0  rtu1160                0.000       0.000       3.496       1.396       0.000       0.000            0.000            0.211          303.337            2.237           23.285           42.301            0.118            0.000            0.000
   365    12    31  2003     117       0  rtu1170                0.000       0.000       4.048       1.946       0.000       0.000            0.000            0.000          304.288            2.233           23.417            4.385            0.807            0.000            0.000
   365    12    31  2003     118       0  rtu1180                0.000       0.000       7.170       4.885       0.000       0.000            0.000           75.014          366.200            2.217           28.145           52.842            0.352            0.000            0.000
   365    12    31  2003     119       0  rtu1190                0.000       0.000       6.631       4.417       0.000       0.000            0.000           25.449          346.836            2.404           26.696           54.899            0.511            0.000            0.000
   365    12    31  2003     120       0  rtu1200                0.000       0.000       7.261       4.929       0.000       0.000            0.000           92.551          369.081            2.178           28.361           55.313            0.311            0.000            0.000
   365    12    31  2003     121       0  rtu1210                0.000       0.000       4.106       1.944       0.000       0.000            0.000            1.055          307.483            2.233           23.642           11.551            0.353            0.000            0.000
   365    12    31  2003     122       0  rtu1220                0.000       0.000       6.444       4.327       0.000       0.000            0.000            0.000          346.673            2.532           26.665           74.167            1.355            0.000            0.000
   365    12    31  2003     123       0  rtu1230                0.000       0.000       6.481       4.356       0.000       0.000            0.000            0.973          348.260            2.507           26.782           74.042            1.355            0.000            0.000
   365    12    31  2003     124       0  rtu1240                0.000       0.000       4.949       2.822       0.000       0.000            0.000           48.834          338.864            2.211           25.962           56.366            0.347            0.000            0.000
   365    12    31  2003     125       0  rtu1250                0.000       0.000       9.640       6.689       0.000       0.000            0.000           31.046          179.583            0.982           14.405           24.644           40.913            0.000            0.000
   365    12    31  2003     126       0  rtu1260                0.000       0.000      10.021       7.288       0.000       0.000            0.000           36.024          254.467            1.685           20.100           72.142           44.528            0.000            0.000
   365    12    31  2003     127       0  rtu1270                0.000       0.000      13.541       9.676       0.000       0.000            0.000           61.878          465.911            3.396           36.251          238.616           50.721            0.000            0.000
   365    12    31  2003     128       0  rtu1280                0.000       0.000       8.455       6.232       0.000       0.000            0.000           13.290          169.455            1.119           13.615           12.449           42.732            0.000            0.000
   365    12    31  2003     129       0  rtu1290                0.000       0.000       8.969       6.435       0.000       0.000            0.000           20.150          174.326            1.051           13.992           17.072           41.934            0.000            0.000
   365    12    31  2003     130       0  rtu1300                0.000       0.000       8.829       5.922       0.000       0.000            0.000          125.322          425.580            2.617           32.636          112.567           12.404            0.000            0.000
   365    12    31  2003     131       0  rtu1310                0.000       0.000       8.770       6.349       0.000       0.000            0.000           17.870          172.513            1.077           13.853           15.795           42.291            0.000            0.000
   365    12    31  2003     132       0  rtu1320                0.000       0.000       4.344       2.272       0.000       0.000            0.000            5.386          311.035            2.128           23.930            8.171            1.272            0.000            0.000
   365    12    31  2003     133       0  rtu1330                0.000       0.000       9.463       6.855       0.000       0.000            0.000           20.350          223.121            1.533           17.716           56.237           44.103            0.000            0.000
   365    12    31  2003     134       0  rtu1340                0.000       0.000       3.510       1.344       0.000       0.000            0.000           17.914          300.171            2.184           23.058            2.732            0.287            0.000            0.000
   365    12    31  2003     135       0  rtu1350                0.000       0.000       3.906       1.750       0.000       0.000            0.000           32.937          313.832            2.085           24.075           37.103            0.174            0.000            0.000
   365    12    31  2003     136       0  rtu1360                0.000       0.000       3.626       1.580       0.000       0.000            0.000            5.051          307.949            2.169           23.647           24.063            0.232            0.000            0.000
   365    12    31  2003     137       0  rtu1370                0.000       0.000       5.431       3.214       0.000       0.000            0.000          107.553          360.397            2.171           27.514           91.243            0.000            0.000            0.000
   365    12    31  2003     138       0  rtu1380                0.000       0.000      12.657       9.106       0.000       0.000            0.000          145.099          572.627            3.829           43.872          180.759           15.748            0.000            0.000
   365    12    31  2003     139       0  rtu1390                0.000       0.000      11.523       8.135       0.000       0.000            0.000           48.355          315.400            2.083           24.759          126.105           45.348            0.000            0.000
   365    12    31  2003     140       0  rtu1400                0.000       0.000       4.455       2.398       0.000       0.000            0.000            0.000          301.584            2.275           23.267            5.049            0.530            0.000            0.000
   365    12    31  2003     141       0  rtu1410                0.000       0.000       3.047       0.978       0.000       0.000            0.000           30.288          313.359            2.088           23.979           38.940            0.000            0.000            0.000
   365    12    31  2003     142       0  rtu1420                0.000       0.000       3.923       1.825       0.000       0.000            0.000            0.000          298.353            2.267           22.977            3.905            0.410            0.000            0.000
   365    12    31  2003     143       0  rtu1430                0.000       0.000       3.520       1.303       0.000       0.000            0.000           37.477          311.673            2.046           23.880           22.776            0.137            0.000            0.000
   365    12    31  2003     144       0  rtu1440                0.000       0.000       4.477       2.415       0.000       0.000            0.000            0.000          302.496            2.261           23.335            5.047            0.530            0.000            0.000
   365    12    31  2003     145       0  rtu1450                0.000       0.000       4.438       2.385       0.000       0.000            0.000            0.000          300.927            2.285           23.219            5.045            0.530            0.000            0.000
   365    12    31  2003     146       0  rtu1460                0.000       0.000       5.200       2.945       0.000       0.000            0.000           90.179          333.819            1.816           25.669            6.236            0.316            0.000            0.000
   365    12    31  2003     147       0  rtu1470                0.000       0.000       6.236       3.635       0.000       0.000            0.000          154.260          413.105            2.319           31.517           63.447            0.000            0.000            0.000
   365    12    31  2003     148       0  rtu1480                0.000       0.000       3.894       1.707       0.000       0.000            0.000           47.346          318.204            2.026           24.395           41.517            0.074            0.000            0.000
   365    12    31  2003     149       0  rtu1490                0.000       0.000       3.637       1.429       0.000       0.000            0.000           54.105          319.468            2.001           24.445           52.424            0.000            0.000            0.000
   365    12    31  2003     150       0  rtu1500                0.000       0.000      14.187      10.044       0.000       0.000            0.000          298.674          622.234            3.105           47.500          153.401            9.812            0.000            0.000
   365    12    31  2003     151       0  rtu1510                0.000       0.000      17.319      12.183       0.000       0.000            0.000          189.169          601.874            3.367           46.549          281.044           47.871            0.000            0.000
   365    12    31  2003     152       0  rtu1520                0.000       0.000       9.032       6.423       0.000       0.000            0.000           21.439          174.048            1.056           13.973           17.742           41.900            0.000            0.000
   365    12    31  2003     153       0  rtu1530                0.000       0.000       8.787       6.322       0.000       0.000            0.000           17.813          171.254            1.100           13.758           19.253           42.327            0.000            0.000
   365    12    31  2003     154       0  rtu1540                0.000       0.000       9.120       6.073       0.000       0.000            0.000          240.085          495.410            2.493           37.729           94.118            0.000            0.000            0.000
   365    12    31  2003     155       0  rtu1550                0.000       0.000       8.185       6.095       0.000       0.000            0.000            9.504          166.941            1.152           13.420            9.111           43.151            0.000            0.000
