 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2006      49       0  rtu0490                0.000       0.000      11.498       9.361       0.000       0.000            0.000           36.928          162.301           -0.798           13.511          102.732           48.276            0.000            0.000
   365    12    31  2006      50       0  rtu0500                0.000       0.000      12.316       9.690       0.000       0.000            0.000          310.990          505.423           -3.113           37.340          105.140            0.000            0.000            0.000
   365    12    31  2006      51       0  rtu0510                0.000       0.000      12.458      10.338       0.000       0.000            0.000           57.403          227.601           -1.012           18.266          155.820           53.355            0.000            0.000
   365    12    31  2006      52       0  rtu0520                0.000       0.000      10.843       9.016       0.000       0.000            0.000           24.572          155.542           -0.680           12.978           79.308           52.604            0.000            0.000
   365    12    31  2006      53       0  rtu0530                0.000       0.000      21.454      17.165       0.000       0.000            0.000          215.094          558.612           -2.421           42.632          582.794           56.151            0.000            0.000
   365    12    31  2006      54       0  rtu0540                0.000       0.000      13.077      10.428       0.000       0.000            0.000          243.898          544.329           -2.798           40.298          128.147            0.005            0.000            0.000
   365    12    31  2006      55       0  rtu0550                0.000       0.000      10.925       9.160       0.000       0.000            0.000           32.764          161.061           -0.787           13.398           93.527           49.427            0.000            0.000
   365    12    31  2006      56       0  rtu0560                0.000       0.000      16.926      13.477       0.000       0.000            0.000           88.110          492.617           -1.160           37.383          449.502           38.249            0.000            0.000
   365    12    31  2006      57       0  rtu0570                0.000       0.000       6.872       5.046       0.000       0.000            0.000          207.516          320.282           -2.253           23.677           93.084            0.000            0.000            0.000
   365    12    31  2006      58       0  rtu0580                0.000       0.000      21.498      16.978       0.000       0.000            0.000          129.156          523.637           -1.433           40.064          651.416           57.843            0.000            0.000
   365    12    31  2006      59       0  rtu0590                0.000       0.000      10.442       8.863       0.000       0.000            0.000           19.875          154.792           -0.678           12.912           65.197           52.596            0.000            0.000
   365    12    31  2006      60       0  rtu0600                0.000       0.000      11.482       9.066       0.000       0.000            0.000           87.916          473.791           -1.342           35.386           54.170            0.000            0.000            0.000
   365    12    31  2006      61       0  rtu0610                0.000       0.000      13.265      10.608       0.000       0.000            0.000          267.544          550.929           -3.011           40.761          121.984            0.000            0.000            0.000
   365    12    31  2006      62       0  rtu0620                0.000       0.000      11.534       9.363       0.000       0.000            0.000           63.656          472.237           -1.315           35.264          185.549            2.207            0.000            0.000
   365    12    31  2006      63       0  rtu0630                0.000       0.000       7.201       5.690       0.000       0.000            0.000           81.384          326.513           -1.255           24.295          155.784            0.798            0.000            0.000
   365    12    31  2006      64       0  rtu0640                0.000       0.000       5.678       4.297       0.000       0.000            0.000           30.165          281.904           -1.092           21.106           69.921            1.038            0.000            0.000
   365    12    31  2006      65       0  rtu0650                0.000       0.000       6.052       4.494       0.000       0.000            0.000          129.640          304.488           -1.675           22.601           97.357            0.003            0.000            0.000
   365    12    31  2006      66       0  rtu0660                0.000       0.000      16.910      13.285       0.000       0.000            0.000          161.485          507.858           -1.851           38.328          295.957           20.452            0.000            0.000
   365    12    31  2006      67       0  rtu0670                0.000       0.000       8.576       6.622       0.000       0.000            0.000          215.580          355.374           -2.249           26.427          122.176            0.152            0.000            0.000
   365    12    31  2006      68       0  rtu0680                0.000       0.000       5.236       3.804       0.000       0.000            0.000            9.609          270.409           -0.876           20.250           54.669            0.416            0.000            0.000
   365    12    31  2006      69       0  rtu0690                0.000       0.000       8.110       6.569       0.000       0.000            0.000           62.463          359.247           -1.104           26.736          114.228            0.000            0.000            0.000
   365    12    31  2006      70       0  rtu0700                0.000       0.000       5.833       4.462       0.000       0.000            0.000           29.776          282.059           -1.104           21.152           62.087            1.489            0.000            0.000
   365    12    31  2006      71       0  rtu0710                0.000       0.000      11.280       8.777       0.000       0.000            0.000          151.620          454.971           -1.227           34.095            0.000            0.000            0.000            0.000
   365    12    31  2006      72       0  rtu0720                0.000       0.000      10.401       8.765       0.000       0.000            0.000           14.992          151.294           -0.613           12.645           55.668           55.084            0.000            0.000
   365    12    31  2006      73       0  rtu0730                0.000       0.000      11.607       9.432       0.000       0.000            0.000           90.333          498.131           -1.495           37.066          134.990            0.000            0.000            0.000
   365    12    31  2006      74       0  rtu0740                0.000       0.000       7.866       6.342       0.000       0.000            0.000           70.944          348.314           -1.148           25.911          112.461            0.000            0.000            0.000
   365    12    31  2006      75       0  rtu0750                0.000       0.000       7.419       5.999       0.000       0.000            0.000           26.176          318.325           -0.931           23.823          202.182            2.668            0.000            0.000
   365    12    31  2006      76       0  rtu0760                0.000       0.000      10.546       8.884       0.000       0.000            0.000           21.133          155.367           -0.690           12.959           66.357           52.411            0.000            0.000
   365    12    31  2006      77       0  rtu0770                0.000       0.000      12.917      10.567       0.000       0.000            0.000           43.224          231.950           -0.697           18.645          208.243           68.832            0.000            0.000
   365    12    31  2006      78       0  rtu0780                0.000       0.000       5.591       4.248       0.000       0.000            0.000           15.464          277.054           -0.971           20.783           64.675            1.150            0.000            0.000
   365    12    31  2006      79       0  rtu0790                0.000       0.000       5.646       4.210       0.000       0.000            0.000           96.938          296.228           -1.426           22.034           93.028            0.007            0.000            0.000
   365    12    31  2006      80       0  rtu0800                0.000       0.000      10.379       8.730       0.000       0.000            0.000           14.408          150.923           -0.608           12.617           53.790           55.364            0.000            0.000
   365    12    31  2006      81       0  rtu0810                0.000       0.000      21.958      17.222       0.000       0.000            0.000          116.269          501.731           -0.934           38.808          806.879          100.546            0.000            0.000
   365    12    31  2006      82       0  rtu0820                0.000       0.000       5.537       4.188       0.000       0.000            0.000           19.155          279.145           -1.009           20.907           72.068            0.952            0.000            0.000
   365    12    31  2006      83       0  rtu0830                0.000       0.000      10.186       8.559       0.000       0.000            0.000           22.265          151.922           -0.717           12.618           30.634           54.201            0.000            0.000
   365    12    31  2006      84       0  rtu0840                0.000       0.000       7.921       6.196       0.000       0.000            0.000           75.138          355.881           -1.407           26.563          104.949            0.666            0.000            0.000
   365    12    31  2006      85       0  rtu0850                0.000       0.000       2.735       1.850       0.000       0.000            0.000           11.258          126.288            0.031            9.515            0.000            0.000            0.000            0.000
   365    12    31  2006      86       0  rtu0860                0.000       0.000       5.895       4.458       0.000       0.000            0.000           71.733          292.454           -1.337           21.832           87.353            1.062            0.000            0.000
   365    12    31  2006      87       0  rtu0870                0.000       0.000       2.710       1.828       0.000       0.000            0.000            7.722          125.323            0.044            9.444            0.000            0.000            0.000            0.000
   365    12    31  2006      88       0  rtu0880                0.000       0.000       2.747       2.005       0.000       0.000            0.000           10.922          133.658           -0.265           10.031            0.000            0.000            0.000            0.000
   365    12    31  2006      89       0  rtu0890                0.000       0.000      15.591      12.430       0.000       0.000            0.000          101.375          502.839           -1.370           37.947          332.164           28.456            0.000            0.000
   365    12    31  2006      90       0  rtu0900                0.000       0.000       6.138       4.631       0.000       0.000            0.000          145.281          308.145           -1.772           22.865           92.994            0.000            0.000            0.000
   365    12    31  2006      91       0  rtu0910                0.000       0.000       2.770       1.889       0.000       0.000            0.000           20.211          128.337           -0.015            9.662            0.000            0.000            0.000            0.000
   365    12    31  2006      92       0  rtu0920                0.000       0.000      10.405       8.778       0.000       0.000            0.000           15.136          150.941           -0.602           12.618           58.959           55.080            0.000            0.000
   365    12    31  2006      93       0  rtu0930                0.000       0.000       5.818       4.386       0.000       0.000            0.000           34.092          285.559           -1.073           21.356           94.056            0.600            0.000            0.000
   365    12    31  2006      94       0  rtu0940                0.000       0.000       7.737       6.285       0.000       0.000            0.000           24.207          145.065           -0.491           11.710           34.864           33.919            0.000            0.000
   365    12    31  2006      95       0  rtu0950                0.000       0.000      12.865      10.232       0.000       0.000            0.000          175.758          525.190           -2.255           39.005          149.904            0.507            0.000            0.000
   365    12    31  2006      96       0  rtu0960                0.000       0.000       3.426       2.663       0.000       0.000            0.000           20.971          149.676           -0.616           11.258           16.209            0.841            0.000            0.000
   365    12    31  2006      97       0  rtu0970                0.000       0.000      10.387       8.743       0.000       0.000            0.000           14.320          150.712           -0.604           12.599           54.210           55.408            0.000            0.000
   365    12    31  2006      98       0  rtu0980                0.000       0.000       6.041       4.681       0.000       0.000            0.000            0.000          274.451           -0.813           20.714           69.741            1.836            0.000            0.000
   365    12    31  2006      99       0  rtu0990                0.000       0.000      14.506      11.694       0.000       0.000            0.000           87.317          500.592           -1.319           37.625          301.504           19.645            0.000            0.000
   365    12    31  2006     100       0  rtu1000                0.000       0.000      10.599       8.779       0.000       0.000            0.000           36.828          157.920           -0.827           13.110           55.013           52.024            0.000            0.000
   365    12    31  2006     101       0  rtu1010                0.000       0.000       2.701       1.841       0.000       0.000            0.000            9.342          125.779            0.041            9.478            0.000            0.000            0.000            0.000
   365    12    31  2006     102       0  rtu1020                0.000       0.000       6.137       4.675       0.000       0.000            0.000            8.894          283.196           -0.959           21.281           74.669            1.537            0.000            0.000
   365    12    31  2006     103       0  rtu1030                0.000       0.000       6.786       5.207       0.000       0.000            0.000           90.878          299.805           -1.601           22.473           69.944            1.134            0.000            0.000
   365    12    31  2006     104       0  rtu1040                0.000       0.000      21.837      17.239       0.000       0.000            0.000          152.589          533.952           -1.648           40.735          671.730           53.609            0.000            0.000
   365    12    31  2006     105       0  rtu1050                0.000       0.000       5.920       4.435       0.000       0.000            0.000           54.930          291.006           -1.244           21.730           96.400            0.136            0.000            0.000
   365    12    31  2006     106       0  rtu1060                0.000       0.000       3.602       2.877       0.000       0.000            0.000           17.289          156.766           -0.723           11.783           42.323            0.813            0.000            0.000
   365    12    31  2006     107       0  rtu1070                0.000       0.000      13.106      10.507       0.000       0.000            0.000          149.822          522.062           -2.060           38.866          197.868            1.701            0.000            0.000
   365    12    31  2006     108       0  rtu1080                0.000       0.000      10.654       8.998       0.000       0.000            0.000           26.373          158.852           -0.754           13.230           76.453           50.070            0.000            0.000
   365    12    31  2006     109       0  rtu1090                0.000       0.000       6.717       5.634       0.000       0.000            0.000            3.323          129.459           -0.112           10.483           24.443           36.332            0.000            0.000
   365    12    31  2006     110       0  rtu1100                0.000       0.000       7.286       5.502       0.000       0.000            0.000          144.623          314.545           -2.114           23.491           63.501            0.229            0.000            0.000
   365    12    31  2006     111       0  rtu1110                0.000       0.000      10.014       8.513       0.000       0.000            0.000           16.409          148.154           -0.581           12.384           50.290           56.572            0.000            0.000
   365    12    31  2006     112       0  rtu1120                0.000       0.000      11.050       8.910       0.000       0.000            0.000           98.696          477.578           -1.526           35.530          131.834            0.000            0.000            0.000
   365    12    31  2006     113       0  rtu1130                0.000       0.000       5.980       4.434       0.000       0.000            0.000          125.409          303.217           -1.633           22.516           95.183            0.002            0.000            0.000
   365    12    31  2006     114       0  rtu1140                0.000       0.000      11.439       8.924       0.000       0.000            0.000          169.104          463.159           -1.407           34.684            0.000            0.000            0.000            0.000
   365    12    31  2006     115       0  rtu1150                0.000       0.000       6.194       4.753       0.000       0.000            0.000           32.630          285.920           -1.139           21.471           77.028            1.282            0.000            0.000
   365    12    31  2006     116       0  rtu1160                0.000       0.000       5.459       4.099       0.000       0.000            0.000            3.046          277.717           -0.821           20.795           99.042            0.411            0.000            0.000
   365    12    31  2006     117       0  rtu1170                0.000       0.000       5.843       4.543       0.000       0.000            0.000            0.379          275.331           -0.921           20.731           52.791            2.195            0.000            0.000
   365    12    31  2006     118       0  rtu1180                0.000       0.000       7.942       6.236       0.000       0.000            0.000           71.636          329.753           -1.372           24.664          156.357            1.302            0.000            0.000
   365    12    31  2006     119       0  rtu1190                0.000       0.000       7.428       5.907       0.000       0.000            0.000           25.849          314.925           -0.988           23.616          165.375            1.834            0.000            0.000
   365    12    31  2006     120       0  rtu1200                0.000       0.000       7.973       6.285       0.000       0.000            0.000           88.509          331.885           -1.432           24.808          159.604            1.123            0.000            0.000
   365    12    31  2006     121       0  rtu1210                0.000       0.000       5.996       4.497       0.000       0.000            0.000            4.164          280.171           -0.929           21.053           62.217            1.224            0.000            0.000
   365    12    31  2006     122       0  rtu1220                0.000       0.000       7.282       5.930       0.000       0.000            0.000            2.796          314.014           -0.775           23.520          212.813            3.001            0.000            0.000
   365    12    31  2006     123       0  rtu1230                0.000       0.000       7.318       5.959       0.000       0.000            0.000            5.600          315.330           -0.818           23.612          212.559            3.001            0.000            0.000
   365    12    31  2006     124       0  rtu1240                0.000       0.000       6.430       4.973       0.000       0.000            0.000           51.402          305.520           -1.168           22.800          115.909            0.842            0.000            0.000
   365    12    31  2006     125       0  rtu1250                0.000       0.000      10.850       9.085       0.000       0.000            0.000           29.263          158.934           -0.749           13.229           86.256           50.739            0.000            0.000
   365    12    31  2006     126       0  rtu1260                0.000       0.000      12.810      10.471       0.000       0.000            0.000           33.996          225.359           -0.689           18.184          195.074           65.076            0.000            0.000
   365    12    31  2006     127       0  rtu1270                0.000       0.000      19.805      15.352       0.000       0.000            0.000           60.705          414.139           -0.618           32.401          649.066          100.263            0.000            0.000
   365    12    31  2006     128       0  rtu1280                0.000       0.000      10.380       8.721       0.000       0.000            0.000           12.524          148.919           -0.564           12.465           54.314           56.461            0.000            0.000
   365    12    31  2006     129       0  rtu1290                0.000       0.000      10.429       8.829       0.000       0.000            0.000           18.270          153.783           -0.661           12.833           61.365           53.370            0.000            0.000
   365    12    31  2006     130       0  rtu1300                0.000       0.000      10.605       8.388       0.000       0.000            0.000          119.969          380.178           -1.535           28.595          170.877           19.413            0.000            0.000
   365    12    31  2006     131       0  rtu1310                0.000       0.000      10.409       8.799       0.000       0.000            0.000           16.410          151.949           -0.622           12.698           60.555           54.422            0.000            0.000
   365    12    31  2006     132       0  rtu1320                0.000       0.000       6.229       4.820       0.000       0.000            0.000           13.672          282.199           -1.068           21.232           75.037            2.987            0.000            0.000
   365    12    31  2006     133       0  rtu1330                0.000       0.000      12.180       9.953       0.000       0.000            0.000           19.822          197.063           -0.559           16.091          172.866           64.513            0.000            0.000
   365    12    31  2006     134       0  rtu1340                0.000       0.000       5.673       4.160       0.000       0.000            0.000           15.252          273.005           -0.939           20.510           37.737            0.994            0.000            0.000
   365    12    31  2006     135       0  rtu1350                0.000       0.000       5.802       4.388       0.000       0.000            0.000           35.100          286.179           -1.080           21.406           94.808            0.608            0.000            0.000
   365    12    31  2006     136       0  rtu1360                0.000       0.000       5.533       4.194       0.000       0.000            0.000           13.173          280.279           -0.974           21.007           83.967            0.811            0.000            0.000
   365    12    31  2006     137       0  rtu1370                0.000       0.000       6.770       5.236       0.000       0.000            0.000          111.507          323.008           -1.370           23.968          124.427            0.012            0.000            0.000
   365    12    31  2006     138       0  rtu1380                0.000       0.000      15.556      12.102       0.000       0.000            0.000          135.147          511.839           -1.630           38.501          357.610           34.915            0.000            0.000
   365    12    31  2006     139       0  rtu1390                0.000       0.000      14.879      11.877       0.000       0.000            0.000           46.181          280.324           -0.736           22.316          338.237           71.276            0.000            0.000
   365    12    31  2006     140       0  rtu1400                0.000       0.000       6.056       4.693       0.000       0.000            0.000            0.241          275.011           -0.829           20.753           69.733            1.836            0.000            0.000
   365    12    31  2006     141       0  rtu1410                0.000       0.000       5.184       3.855       0.000       0.000            0.000           35.290          284.407           -1.084           21.207           94.708            0.012            0.000            0.000
   365    12    31  2006     142       0  rtu1420                0.000       0.000       5.809       4.381       0.000       0.000            0.000            0.040          272.059           -0.822           20.496           53.942            1.420            0.000            0.000
   365    12    31  2006     143       0  rtu1430                0.000       0.000       5.703       4.196       0.000       0.000            0.000           38.826          283.534           -1.143           21.198           62.863            0.480            0.000            0.000
   365    12    31  2006     144       0  rtu1440                0.000       0.000       6.076       4.710       0.000       0.000            0.000            0.677          275.821           -0.852           20.810           69.727            1.836            0.000            0.000
   365    12    31  2006     145       0  rtu1450                0.000       0.000       6.040       4.680       0.000       0.000            0.000            0.000          274.423           -0.812           20.712           69.724            1.836            0.000            0.000
   365    12    31  2006     146       0  rtu1460                0.000       0.000       6.769       5.191       0.000       0.000            0.000           86.354          299.029           -1.583           22.419           69.000            1.128            0.000            0.000
   365    12    31  2006     147       0  rtu1470                0.000       0.000       7.861       6.087       0.000       0.000            0.000          143.042          371.252           -1.825           27.560          103.174            0.006            0.000            0.000
   365    12    31  2006     148       0  rtu1480                0.000       0.000       5.817       4.372       0.000       0.000            0.000           49.601          289.074           -1.169           21.590           98.362            0.263            0.000            0.000
   365    12    31  2006     149       0  rtu1490                0.000       0.000       5.645       4.253       0.000       0.000            0.000           54.144          291.126           -1.188           21.689          106.924            0.000            0.000            0.000
   365    12    31  2006     150       0  rtu1500                0.000       0.000      15.202      12.105       0.000       0.000            0.000          266.471          554.192           -2.955           41.282          217.459           12.430            0.000            0.000
   365    12    31  2006     151       0  rtu1510                0.000       0.000      21.090      16.775       0.000       0.000            0.000          175.380          540.003           -1.976           41.489          583.758           73.133            0.000            0.000
   365    12    31  2006     152       0  rtu1520                0.000       0.000      10.572       8.888       0.000       0.000            0.000           20.431          153.541           -0.649           12.817           69.811           54.093            0.000            0.000
   365    12    31  2006     153       0  rtu1530                0.000       0.000      10.411       8.795       0.000       0.000            0.000           16.884          150.490           -0.578           12.586           72.066           55.514            0.000            0.000
   365    12    31  2006     154       0  rtu1540                0.000       0.000      10.236       8.008       0.000       0.000            0.000          216.540          440.545           -2.428           32.607          114.920            0.004            0.000            0.000
   365    12    31  2006     155       0  rtu1550                0.000       0.000      10.351       8.662       0.000       0.000            0.000            9.351          146.594           -0.519           12.289           48.624           58.099            0.000            0.000
   365    12    31  2006     156       0  rtu1560                0.000       0.000       5.256       3.903       0.000       0.000            0.000            3.124          277.422           -0.786           20.731          107.487            0.000            0.000            0.000
   365    12    31  2006     157       0  rtu1570                0.000       0.000      12.941      10.375       0.000       0.000            0.000          236.884          542.283           -2.736           40.155          130.002            0.006            0.000            0.000
   365    12    31  2006     158       0  rtu1580                0.000       0.000      10.420       8.811       0.000       0.000            0.000           17.192          152.861           -0.642           12.764           60.110           53.945            0.000            0.000
   365    12    31  2006     159       0  rtu1590                0.000       0.000       5.250       3.898       0.000       0.000            0.000            2.706          277.198           -0.780           20.715          107.463            0.000            0.000            0.000
   365    12    31  2006     160       0  rtu1600                0.000       0.000      10.394       8.750       0.000       0.000            0.000           13.705          149.880           -0.583           12.540           56.023           55.886            0.000            0.000
   365    12    31  2006     161       0  rtu1610                0.000       0.000      10.821       9.120       0.000       0.000            0.000           31.800          160.734           -0.785           13.360           91.318           49.656            0.000            0.000
   365    12    31  2006     162       0  rtu1620                0.000       0.000       9.998       8.608       0.000       0.000            0.000           11.966          146.085           -0.488           12.261           71.208           56.821            0.000            0.000
   365    12    31  2006     163       0  rtu1630                0.000       0.000      10.450       8.854       0.000       0.000            0.000           20.388          155.694           -0.702           12.976           62.994           52.240            0.000            0.000
   365    12    31  2006     164       0  rtu1640                0.000       0.000      14.264      11.540       0.000       0.000            0.000           52.494          275.196           -0.842           21.905          266.692           70.401            0.000            0.000
   365    12    31  2006     165       0  rtu1650                0.000       0.000      10.404       8.782       0.000       0.000            0.000           15.508          151.549           -0.616           12.667           57.504           54.821            0.000            0.000
   365    12    31  2006     166       0  rtu1660                0.000       0.000       9.373       7.378       0.000       0.000            0.000          136.549          424.096           -1.819           31.493          119.757            0.014            0.000            0.000
   365    12    31  2006     167       0  rtu1670                0.000       0.000       8.641       6.763       0.000       0.000            0.000           68.505          363.877           -1.403           27.249          113.205            1.856            0.000            0.000
   365    12    31  2006     168       0  rtu1680                0.000       0.000      10.968       9.172       0.000       0.000            0.000           32.742          161.010           -0.787           13.384           93.486           49.259            0.000            0.000
   365    12    31  2006     169       0  rtu1690                0.000       0.000       5.665       4.361       0.000       0.000            0.000            0.000          274.100           -0.841           20.612           65.002            1.704            0.000            0.000
   365    12    31  2006     170       0  rtu1700                0.000       0.000       7.100       5.509       0.000       0.000            0.000           76.562          340.948           -1.369           25.374          112.320            0.000            0.000            0.000
   365    12    31  2006     171       0  rtu1710                0.000       0.000       7.738       6.021       0.000       0.000            0.000           92.118          361.315           -1.542           26.868          110.880            0.000            0.000            0.000
   365    12    31  2006     172       0  rtu1720                0.000       0.000      10.373       8.789       0.000       0.000            0.000           21.161          152.626           -0.652           12.732           60.018           53.459            0.000            0.000
   365    12    31  2006     173       0  rtu1730                0.000       0.000      13.044      10.696       0.000       0.000            0.000           61.764          255.045           -1.043           20.316          170.393           59.300            0.000            0.000
   365    12    31  2006     174       0  rtu1740                0.000       0.000      12.113      10.063       0.000       0.000            0.000           44.485          217.866           -0.887           17.586          137.750           56.635            0.000            0.000
   365    12    31  2006     175       0  rtu1750                0.000       0.000      10.471       8.872       0.000       0.000            0.000           20.182          155.320           -0.691           12.950           64.640           52.351            0.000            0.000
   365    12    31  2006     176       0  rtu1760                0.000       0.000       5.572       4.179       0.000       0.000            0.000            0.049          270.617           -0.867           20.350           37.949            1.578            0.000            0.000
   365    12    31  2006     177       0  rtu1770                0.000       0.000      13.411      10.552       0.000       0.000            0.000           81.712          414.542           -1.283           31.413          336.289           25.583            0.000            0.000
   365    12    31  2006     178       0  rtu1780                0.000       0.000      15.925      12.119       0.000       0.000            0.000           37.931          288.160           -0.535           22.888          414.349           79.314            0.000            0.000
   365    12    31  2006     179       0  rtu1790                0.000       0.000       5.861       4.559       0.000       0.000            0.000            1.806          276.015           -0.942           20.779           52.792            2.195            0.000            0.000
   365    12    31  2006     180       0  rtu1800                0.000       0.000      12.289       9.863       0.000       0.000            0.000          166.295          521.930           -2.117           38.727          143.513            0.020            0.000            0.000
   365    12    31  2006     181       0  rtu1810                0.000       0.000      19.781      14.707       0.000       0.000            0.000          130.742          505.186           -1.211           38.571          642.983           75.858            0.000            0.000
   365    12    31  2006     182       0  rtu1820                0.000       0.000      12.059       9.659       0.000       0.000            0.000          141.529          514.569           -1.886           38.212          149.332            0.027            0.000            0.000
   365    12    31  2006     183       0  rtu1830                0.000       0.000       5.414       4.108       0.000       0.000            0.000            0.388          273.803           -0.856           20.543           70.794            1.104            0.000            0.000
   365    12    31  2006     184       0  rtu1840                0.000       0.000       9.203       7.250       0.000       0.000            0.000           67.089          398.208           -1.346           29.725          132.281            1.333            0.000            0.000
   365    12    31  2006     185       0  rtu1850                0.000       0.000      18.712      14.172       0.000       0.000            0.000           74.853          493.727           -0.950           37.698          601.753           66.461            0.000            0.000
   365    12    31  2006     186       0  rtu1860                0.000       0.000      10.192       8.196       0.000       0.000            0.000           86.123          448.825           -1.449           33.399          128.147            0.000            0.000            0.000
   365    12    31  2006     187       0  rtu1870                0.000       0.000      20.479      15.222       0.000       0.000            0.000           80.803          492.082           -0.786           37.812          713.446           82.797            0.000            0.000
   365    12    31  2006     188       0  rtu1880                0.000       0.000       5.795       4.503       0.000       0.000            0.000            0.000          273.580           -0.870           20.608           52.781            2.195            0.000            0.000
   365    12    31  2006     189       0  rtu1890                0.000       0.000       5.860       4.558       0.000       0.000            0.000            1.806          275.989           -0.941           20.777           52.786            2.195            0.000            0.000
   365    12    31  2006     190       0  rtu1900                0.000       0.000      10.273       8.621       0.000       0.000            0.000           24.111          153.563           -0.715           12.774           39.957           53.856            0.000            0.000
   365    12    31  2006     191       0  rtu1910                0.000       0.000      15.728      12.558       0.000       0.000            0.000           76.588          498.761           -1.097           37.695          393.751           29.158            0.000            0.000
   365    12    31  2006     192       0  rtu1920                0.000       0.000       8.475       6.791       0.000       0.000            0.000           28.901          367.251           -1.120           27.513          114.534            2.201            0.000            0.000
   365    12    31  2006     193       0  rtu1930                0.000       0.000      10.229       8.578       0.000       0.000            0.000           23.848          152.013           -0.720           12.634           35.181           54.172            0.000            0.000
   365    12    31  2006     194       0  rtu1940                0.000       0.000      20.013      14.759       0.000       0.000            0.000           82.922          491.459           -0.741           37.576          712.423           73.211            0.000            0.000
   365    12    31  2006     195       0  rtu1950                0.000       0.000      10.207       8.544       0.000       0.000            0.000           19.343          147.601           -0.617           12.305           36.819           55.786            0.000            0.000
   365    12    31  2006     196       0  rtu1960                0.000       0.000      10.312       8.646       0.000       0.000            0.000           28.028          154.548           -0.770           12.835           42.084           53.807            0.000            0.000
   365    12    31  2006     197       0  rtu1970                0.000       0.000      10.389       8.671       0.000       0.000            0.000           29.389          154.195           -0.759           12.815           45.888           53.836            0.000            0.000
   365    12    31  2006     198       0  rtu1980                0.000       0.000       5.890       4.582       0.000       0.000            0.000            4.991          277.037           -0.972           20.851           52.807            2.195            0.000            0.000
   365    12    31  2006     199       0  rtu1990                0.000       0.000       8.421       6.647       0.000       0.000            0.000           66.044          366.847           -1.403           27.422           92.174            1.713            0.000            0.000
   365    12    31  2006     200       0  rtu2000                0.000       0.000      12.257      10.024       0.000       0.000            0.000           60.720          499.180           -1.301           37.261          205.704            2.211            0.000            0.000
   365    12    31  2006     201       0  rtu2010                0.000       0.000      10.007       8.432       0.000       0.000            0.000            9.241          140.106           -0.449           11.738           34.311           58.834            0.000            0.000
   365    12    31  2006     202       0  rtu2020                0.000       0.000      10.136       8.473       0.000       0.000            0.000           10.047          140.120           -0.414           11.780           54.359           59.840            0.000            0.000
   365    12    31  2006     203       0  rtu2030                0.000       0.000      16.518      13.118       0.000       0.000            0.000          150.760          519.892           -1.824           39.196          356.155           27.367            0.000            0.000
   365    12    31  2006     204       0  rtu2040                0.000       0.000       1.834       1.477       0.000       0.000            0.000            0.000          118.105            0.261            8.925            0.000            0.000            0.000            0.000
   365    12    31  2006     205       0  rtu2050                0.000       0.000       6.292       4.807       0.000       0.000            0.000           51.143          297.615           -1.233           22.276           65.830            1.313            0.000            0.000
   365    12    31  2006     206       0  rtu2060                0.000       0.000       4.887       4.037       0.000       0.000            0.000            9.912          129.675           -0.062           10.219           19.052           19.393            0.000            0.000
