 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
   jday   mon   day    yr   unit  gis_id  name                       flo          dep_wt            stor          rchrg           seep          revap         no3_st           minp           orgn           orgp         rchrgn          nloss          no3gw        seepno3        flo_cha        flo_res         flo_ls
                                                                       mm              m              mm             mm             mm             mm        kg/ha_N            kg        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_N        kg/ha_N             kg            m^3            m^3            m^3
   365    12    31  2007      17     170  aqu170                  121.631          2.960        351.987        149.224         18.250         12.141          9.570          0.000          0.000          0.000          3.740          0.000          3.308          0.497        121.631          0.000        121.631
   365    12    31  2007      18     180  aqu180                   93.989          2.959        352.048        126.899         18.250         11.747         13.616          0.000          0.000          0.000          4.539          0.000          3.637          0.707         93.989          0.000         93.989
   365    12    31  2007      19     190  aqu190                   94.827          2.961        351.967        128.306         18.250         12.141         11.575          0.000          0.000          0.000          3.868          0.000          3.119          0.601         94.827          0.000         94.827
   365    12    31  2007      20     200  aqu200                  160.658          2.931        353.474        190.184         18.250         11.747         15.353          0.000          0.000          0.000          7.385          0.000          6.989          0.794        160.658          0.000        160.658
   365    12    31  2007      21      17  aqu_deep17                0.000         15.430       2537.094         18.250          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   366    12    31  2008       1      10  aqu010                  122.679          2.942        352.916        149.784         18.300         11.372         10.016          0.000          0.000          0.000          3.748          0.000          3.484          0.520        122.679          0.000        122.679
   366    12    31  2008       2      20  aqu020                  100.320          2.957        352.143        130.621         18.300         11.372         11.756          0.000          0.000          0.000          4.265          0.000          3.345          0.612        100.320          0.000        100.320
   366    12    31  2008       3      30  aqu030                  121.455          2.939        353.039        148.538         18.300         11.372         10.493          0.000          0.000          0.000          3.822          0.000          3.612          0.545        121.455          0.000        121.455
   366    12    31  2008       4      40  aqu040                   70.039          2.974        351.297         97.314         18.300         11.372          8.968          0.000          0.000          0.000          2.290          0.000          1.791          0.468         70.039          0.000         70.039
   366    12    31  2008       5      50  aqu050                   36.043          2.992        350.421         65.587         18.300         11.372          6.121          0.000          0.000          0.000          1.177          0.000          0.631          0.320         36.043          0.000         36.043
   366    12    31  2008       6      60  aqu060                    2.020          3.050        347.489         36.526         18.300         11.757          6.719          0.000          0.000          0.000          1.078          0.000          0.038          0.354          2.020          0.000          2.020
   366    12    31  2008       7      70  aqu070                   97.016          2.957        352.142        126.726         18.300         11.757          8.804          0.000          0.000          0.000          2.741          0.000          2.425          0.458         97.016          0.000         97.016
   366    12    31  2008       8      80  aqu080                   95.768          2.963        351.839        127.736         18.300         11.757          9.382          0.000          0.000          0.000          2.994          0.000          2.553          0.488         95.768          0.000         95.768
   366    12    31  2008       9      90  aqu090                   26.344          3.008        349.604         56.005         18.300         11.372          4.910          0.000          0.000          0.000          0.885          0.000          0.372          0.257         26.344          0.000         26.344
   366    12    31  2008      10     100  aqu100                   69.091          2.973        351.360         96.001         18.300         10.890          4.812          0.000          0.000          0.000          1.204          0.000          0.948          0.251         69.091          0.000         69.091
   366    12    31  2008      11     110  aqu110                   17.200          3.019        349.073         46.477         18.300         11.372          4.319          0.000          0.000          0.000          0.722          0.000          0.214          0.227         17.200          0.000         17.200
   366    12    31  2008      12     120  aqu120                  154.643          2.925        353.764        181.379         18.300         11.444          9.359          0.000          0.000          0.000          4.080          0.000          4.093          0.485        154.643          0.000        154.643
   366    12    31  2008      13     130  aqu130                  112.900          2.951        352.462        138.972         18.300         10.890          6.397          0.000          0.000          0.000          2.195          0.000          2.050          0.332        112.900          0.000        112.900
   366    12    31  2008      14     140  aqu140                  162.735          2.942        352.894        191.381         18.300         11.444         12.035          0.000          0.000          0.000          5.587          0.000          5.554          0.625        162.735          0.000        162.735
   366    12    31  2008      15     150  aqu150                  127.581          2.947        352.632        159.726         18.300         11.444          7.535          0.000          0.000          0.000          2.902          0.000          2.724          0.391        127.581          0.000        127.581
   366    12    31  2008      16     160  aqu160                  115.177          2.952        352.394        145.066         18.300         11.444          8.814          0.000          0.000          0.000          3.128          0.000          2.882          0.458        115.177          0.000        115.177
   366    12    31  2008      17     170  aqu170                  127.484          2.954        352.280        162.820         18.300         11.757          9.428          0.000          0.000          0.000          3.725          0.000          3.413          0.490        127.484          0.000        127.484
   366    12    31  2008      18     180  aqu180                  108.710          2.957        352.159        139.581         18.300         11.372         13.563          0.000          0.000          0.000          4.620          0.000          4.190          0.705        108.710          0.000        108.710
   366    12    31  2008      19     190  aqu190                  112.351          2.954        352.300        142.568         18.300         11.757         11.520          0.000          0.000          0.000          4.093          0.000          3.678          0.599        112.351          0.000        112.351
   366    12    31  2008      20     200  aqu200                  175.872          2.915        354.249        208.614         18.300         11.372         14.966          0.000          0.000          0.000          7.787          0.000          7.436          0.774        175.872          0.000        175.872
   366    12    31  2008      21      17  aqu_deep17                0.000         14.820       2555.406         18.300          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2009       1      10  aqu010                  102.135          2.961        351.974        132.676         18.250         11.527          9.779          0.000          0.000          0.000          3.309          0.000          2.842          0.508        102.135          0.000        102.135
   365    12    31  2009       2      20  aqu020                   89.492          2.967        351.650        118.724         18.250         11.527         11.911          0.000          0.000          0.000          3.694          0.000          3.028          0.619         89.492          0.000         89.492
   365    12    31  2009       3      30  aqu030                   97.669          2.963        351.857        128.220         18.250         11.527         10.191          0.000          0.000          0.000          3.357          0.000          2.836          0.529         97.669          0.000         97.669
   365    12    31  2009       4      40  aqu040                   53.233          2.984        350.804         83.200         18.250         11.527          9.017          0.000          0.000          0.000          2.014          0.000          1.374          0.469         53.233          0.000         53.233
   365    12    31  2009       5      50  aqu050                   28.131          2.996        350.212         57.433         18.250         11.527          6.321          0.000          0.000          0.000          1.038          0.000          0.511          0.330         28.131          0.000         28.131
   365    12    31  2009       6      60  aqu060                    6.207          3.056        347.223         33.485         18.250         11.912          7.434          0.000          0.000          0.000          1.194          0.000          0.126          0.391          6.207          0.000          6.207
   365    12    31  2009       7      70  aqu070                   83.256          2.972        351.378        112.615         18.250         11.912          8.641          0.000          0.000          0.000          2.413          0.000          2.049          0.449         83.256          0.000         83.256
   365    12    31  2009       8      80  aqu080                   81.420          2.958        352.109        111.018         18.250         11.912          9.295          0.000          0.000          0.000          2.614          0.000          2.149          0.482         81.420          0.000         81.420
   365    12    31  2009       9      90  aqu090                   17.594          3.009        349.554         46.873         18.250         11.527          5.126          0.000          0.000          0.000          0.746          0.000          0.261          0.268         17.594          0.000         17.594
   365    12    31  2009      10     100  aqu100                   50.638          2.978        351.087         80.589         18.250         11.042          4.868          0.000          0.000          0.000          1.075          0.000          0.706          0.253         50.638          0.000         50.638
   365    12    31  2009      11     110  aqu110                    8.446          3.043        347.829         38.563         18.250         11.527          4.550          0.000          0.000          0.000          0.607          0.000          0.112          0.239          8.446          0.000          8.446
   365    12    31  2009      12     120  aqu120                  130.086          2.938        353.082        161.839         18.250         11.597          9.049          0.000          0.000          0.000          3.744          0.000          3.337          0.468        130.086          0.000        130.086
   365    12    31  2009      13     130  aqu130                   91.051          2.964        351.812        121.038         18.250         11.042          6.311          0.000          0.000          0.000          2.023          0.000          1.636          0.328         91.051          0.000         91.051
   365    12    31  2009      14     140  aqu140                  134.244          2.927        353.636        169.740         18.250         11.597         11.629          0.000          0.000          0.000          5.054          0.000          4.420          0.601        134.244          0.000        134.244
   365    12    31  2009      15     150  aqu150                  114.596          2.957        352.158        144.767         18.250         11.597          7.313          0.000          0.000          0.000          2.698          0.000          2.381          0.379        114.596          0.000        114.596
   365    12    31  2009      16     160  aqu160                  101.411          2.960        352.015        128.977         18.250         11.597          8.680          0.000          0.000          0.000          2.914          0.000          2.503          0.450        101.411          0.000        101.411
   365    12    31  2009      17     170  aqu170                  122.108          2.946        352.684        146.996         18.250         11.912          9.144          0.000          0.000          0.000          3.339          0.000          3.168          0.474        122.108          0.000        122.108
   365    12    31  2009      18     180  aqu180                  100.324          2.959        352.054        127.646         18.250         11.527         13.348          0.000          0.000          0.000          4.299          0.000          3.805          0.693        100.324          0.000        100.324
   365    12    31  2009      19     190  aqu190                   94.547          2.950        352.496        124.336         18.250         11.912         11.444          0.000          0.000          0.000          3.767          0.000          3.072          0.593         94.547          0.000         94.547
   365    12    31  2009      20     200  aqu200                  159.425          2.925        353.739        189.751         18.250         11.527         14.695          0.000          0.000          0.000          7.501          0.000          6.632          0.759        159.425          0.000        159.425
   365    12    31  2009      21      17  aqu_deep17                0.000         14.211       2573.680         18.250          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2010       1      10  aqu010                   89.013          2.964        351.785        117.427         18.250         11.704          9.765          0.000          0.000          0.000          2.918          0.000          2.476          0.507         89.013          0.000         89.013
   365    12    31  2010       2      20  aqu020                   77.573          2.970        351.476        106.748         18.250         11.704         11.984          0.000          0.000          0.000          3.254          0.000          2.640          0.623         77.573          0.000         77.573
   365    12    31  2010       3      30  aqu030                   83.838          2.965        351.774        111.661         18.250         11.704         10.191          0.000          0.000          0.000          2.868          0.000          2.435          0.529         83.838          0.000         83.838
   365    12    31  2010       4      40  aqu040                   38.953          2.995        350.274         69.684         18.250         11.704          9.196          0.000          0.000          0.000          1.718          0.000          1.026          0.479         38.953          0.000         38.953
   365    12    31  2010       5      50  aqu050                   18.340          3.005        349.763         47.992         18.250         11.704          6.511          0.000          0.000          0.000          0.887          0.000          0.342          0.340         18.340          0.000         18.340
   365    12    31  2010       6      60  aqu060                    2.430          3.071        346.472         29.842         18.250         12.103          8.082          0.000          0.000          0.000          1.041          0.000          0.055          0.426          2.430          0.000          2.430
   365    12    31  2010       7      70  aqu070                   76.782          2.973        351.335        106.605         18.250         12.103          8.658          0.000          0.000          0.000          2.402          0.000          1.892          0.450         76.782          0.000         76.782
   365    12    31  2010       8      80  aqu080                   76.302          2.974        351.279        102.948         18.250         12.103          9.303          0.000          0.000          0.000          2.468          0.000          2.020          0.484         76.302          0.000         76.302
   365    12    31  2010       9      90  aqu090                    6.490          3.038        348.117         36.464         18.250         11.704          5.327          0.000          0.000          0.000          0.611          0.000          0.099          0.279          6.490          0.000          6.490
   365    12    31  2010      10     100  aqu100                   40.940          2.989        350.534         69.713         18.250         11.203          4.963          0.000          0.000          0.000          0.934          0.000          0.582          0.259         40.940          0.000         40.940
   365    12    31  2010      11     110  aqu110                    1.796          3.059        347.044         29.943         18.250         11.704          4.786          0.000          0.000          0.000          0.496          0.000          0.024          0.252          1.796          0.000          1.796
   365    12    31  2010      12     120  aqu120                  125.405          2.942        352.890        149.837         18.250         11.778          8.969          0.000          0.000          0.000          3.461          0.000          3.189          0.464        125.405          0.000        125.405
   365    12    31  2010      13     130  aqu130                   80.327          2.968        351.615        109.592         18.250         11.203          6.354          0.000          0.000          0.000          1.799          0.000          1.454          0.330         80.327          0.000         80.327
   365    12    31  2010      14     140  aqu140                  129.981          2.938        353.088        155.284         18.250         11.778         11.498          0.000          0.000          0.000          4.560          0.000          4.240          0.595        129.981          0.000        129.981
   365    12    31  2010      15     150  aqu150                  105.817          2.952        352.390        135.595         18.250         11.778          7.275          0.000          0.000          0.000          2.500          0.000          2.185          0.377        105.817          0.000        105.817
   365    12    31  2010      16     160  aqu160                   88.662          2.965        351.750        118.272         18.250         11.778          8.707          0.000          0.000          0.000          2.680          0.000          2.196          0.452         88.662          0.000         88.662
   365    12    31  2010      17     170  aqu170                  107.765          2.950        352.475        137.900         18.250         12.103          9.027          0.000          0.000          0.000          3.155          0.000          2.762          0.468        107.765          0.000        107.765
   365    12    31  2010      18     180  aqu180                   84.878          2.968        351.587        115.223         18.250         11.704         13.254          0.000          0.000          0.000          3.925          0.000          3.202          0.689         84.878          0.000         84.878
   365    12    31  2010      19     190  aqu190                   85.274          2.969        351.545        112.917         18.250         12.103         11.541          0.000          0.000          0.000          3.440          0.000          2.802          0.600         85.274          0.000         85.274
   365    12    31  2010      20     200  aqu200                  145.384          2.933        353.356        173.758         18.250         11.704         14.766          0.000          0.000          0.000          6.874          0.000          6.083          0.764        145.384          0.000        145.384
   365    12    31  2010      21      17  aqu_deep17                0.000         13.602       2591.948         18.250          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
