 LLYFNI2                  
  SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                  
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2010     494    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     495    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     496    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     497    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     498    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     499    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     500    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     501    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     502    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     503    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     504    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     505    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     506    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     507    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     508    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     509    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     510    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     511    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     512    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     513    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     514    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     515    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     516    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     517    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     518    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     519    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     520    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     521    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     522    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     523    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     524    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     525    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     526    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     527    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     528    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     529    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     530    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     531    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     532    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     533    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     534    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     535    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     536    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     537    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     538    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     539    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     540    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     541    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     542    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     543    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     544    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     545    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     546    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     547    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     548    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     549    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     550    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     551    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     552    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     553    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     554    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     555    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     556    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     557    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     558    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     559    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     560    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     561    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     562    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     563    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     567    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     568    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     572    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     575    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     576    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     577    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     580    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     581    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     582    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     583    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     584    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     585    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     586    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     587    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     588    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     589    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     590    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     591    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     594    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     595    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     596    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     597    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     602    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     603    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     604    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     605    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     606    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     607    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     608    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     609    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     610    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     611    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     612    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     613    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     614    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     615    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     616    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     617    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     618    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     619    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     620    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     621    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     622    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     623    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     624    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     625    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     626    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     627    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     628    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     629    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     630    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     631    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     632    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     633    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     634    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     635    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     636    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     637    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     638    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     639    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     640    watr                        0.000       0.000       0.000       0.000
   365    12    31  2010     641    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     642    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     643    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     644    watr                        0.000       0.000       0.000       0.000
   365    12    31  2010     645    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     646    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     647    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     648    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     649    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     650    watr                        0.000       0.000       0.000       0.000
   365    12    31  2010     651    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     652    watr                        0.000       0.000       0.000       0.000
   365    12    31  2010     653    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     654    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     655    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     656    watr                        0.000       0.000       0.000       0.000
   365    12    31  2010     657    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     658    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     659    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     660    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     661    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     662    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     663    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     664    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     665    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     666    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     667    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     668    rngb                        0.000       0.000       0.000       0.000
   365    12    31  2010     669    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     670    rnge                        0.000       0.000       0.000       0.000
   365    12    31  2010     671    past                        0.000       0.000       0.000       0.000
   365    12    31  2010     672    rngb                        0.000       0.000       0.000       0.000
