 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle      sedmin     tileno3
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        ----        ----
    365    12    31  2002     54       0  rtu0540                0.132       1.306       0.071       0.790       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002     55       0  rtu0550                0.354       0.902       0.175       0.378       0.000       0.146       0.000       0.007       0.000
    365    12    31  2002     56       0  rtu0560                0.029       0.227       0.017       0.197       0.000       0.020       0.000       0.001       0.000
    365    12    31  2002     57       0  rtu0570                0.130       0.839       0.052       1.355       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002     58       0  rtu0580                0.099       0.981       0.092       0.554       0.000       0.068       0.000       0.002       0.000
    365    12    31  2002     59       0  rtu0590                0.374       0.908       0.176       0.235       0.000       0.096       0.000       0.007       0.000
    365    12    31  2002     60       0  rtu0600               96.407       4.875       0.309       7.799       0.000       0.019       0.000       0.016       0.000
    365    12    31  2002     61       0  rtu0610                0.170       1.687       0.091       0.971       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002     62       0  rtu0620                0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     63       0  rtu0630                0.077       0.482       0.029       0.405       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002     64       0  rtu0640                0.029       0.172       0.011       0.107       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002     65       0  rtu0650                0.131       0.794       0.050       0.506       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002     66       0  rtu0660               26.693       4.243       0.278       6.379       0.000       0.092       0.000       0.027       0.000
    365    12    31  2002     67       0  rtu0670                0.000       0.000       0.000       1.265       0.000       0.001       0.000       0.000       0.000
    365    12    31  2002     68       0  rtu0680                6.035       5.308       0.293       0.075       0.000       0.000       0.000       0.037       0.000
    365    12    31  2002     69       0  rtu0690                0.142       0.454       0.029       0.046       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002     70       0  rtu0700                0.029       0.170       0.010       0.093       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002     71       0  rtu0710               45.496       7.970       0.509       8.633       0.000       0.033       0.000       0.073       0.000
    365    12    31  2002     72       0  rtu0720                0.336       0.813       0.158       0.160       0.000       0.067       0.000       0.006       0.000
    365    12    31  2002     73       0  rtu0730                0.024       0.215       0.012       0.030       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     74       0  rtu0740                0.127       0.419       0.026       0.068       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002     75       0  rtu0750                0.001       0.008       0.001       0.152       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     76       0  rtu0760                0.346       0.846       0.165       0.245       0.000       0.100       0.000       0.007       0.000
    365    12    31  2002     77       0  rtu0770                0.110       0.301       0.051       0.132       0.000       0.035       0.000       0.002       0.000
    365    12    31  2002     78       0  rtu0780                0.011       0.076       0.006       0.060       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     79       0  rtu0790                0.111       0.668       0.042       0.274       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002     80       0  rtu0800                0.330       0.800       0.156       0.153       0.000       0.065       0.000       0.006       0.000
    365    12    31  2002     81       0  rtu0810                0.000       0.000       0.000       0.237       0.000       0.031       0.000       0.000       0.000
    365    12    31  2002     82       0  rtu0820                0.018       0.107       0.007       0.049       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     83       0  rtu0830                0.215       0.509       0.095       0.187       0.000       0.064       0.000       0.004       0.000
    365    12    31  2002     84       0  rtu0840                0.158       1.025       0.073       0.199       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002     85       0  rtu0850               54.311       2.246       0.194      15.175       0.000       0.033       0.000       0.041       0.000
    365    12    31  2002     86       0  rtu0860                0.055       0.330       0.021       0.193       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002     87       0  rtu0870               52.235       3.075       0.244      15.230       0.000       0.035       0.000       0.115       0.000
    365    12    31  2002     88       0  rtu0880              221.246       2.825       0.225       3.613       0.000       0.033       0.000       0.065       0.000
    365    12    31  2002     89       0  rtu0890                0.069       0.635       0.045       0.121       0.000       0.005       0.000       0.001       0.000
    365    12    31  2002     90       0  rtu0900                0.156       0.942       0.059       0.551       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002     91       0  rtu0910               23.193       2.184       0.189      14.842       0.000       0.033       0.000       0.043       0.000
    365    12    31  2002     92       0  rtu0920                0.347       0.837       0.163       0.163       0.000       0.067       0.000       0.006       0.000
    365    12    31  2002     93       0  rtu0930                0.108       0.655       0.044       0.122       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002     94       0  rtu0940                5.547       1.275       0.109       5.563       0.000       0.069       0.000       0.016       0.000
    365    12    31  2002     95       0  rtu0950                0.093       0.934       0.054       0.501       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002     96       0  rtu0960               77.821       1.598       0.135       1.178       0.000       0.015       0.000       0.056       0.000
    365    12    31  2002     97       0  rtu0970                0.350       0.844       0.165       0.151       0.000       0.064       0.000       0.007       0.000
    365    12    31  2002     98       0  rtu0980                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002     99       0  rtu0990                0.023       0.219       0.015       0.131       0.000       0.013       0.000       0.000       0.000
    365    12    31  2002    100       0  rtu1000                0.126       0.336       0.062       0.319       0.000       0.098       0.000       0.003       0.000
    365    12    31  2002    101       0  rtu1010               73.980       2.343       0.201      15.235       0.000       0.034       0.000       0.040       0.000
    365    12    31  2002    102       0  rtu1020               63.037       8.994       0.497       0.166       0.000       0.000       0.000       0.008       0.000
    365    12    31  2002    103       0  rtu1030                0.100       0.697       0.058       0.514       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002    104       0  rtu1040                0.009       0.090       0.008       0.775       0.000       0.085       0.000       0.000       0.000
    365    12    31  2002    105       0  rtu1050                0.067       0.438       0.033       0.293       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    106       0  rtu1060                0.295       0.781       0.074       0.243       0.000       0.001       0.000       0.007       0.000
    365    12    31  2002    107       0  rtu1070                0.032       0.345       0.023       0.372       0.000       0.001       0.000       0.001       0.000
    365    12    31  2002    108       0  rtu1080                0.312       0.776       0.150       0.319       0.000       0.128       0.000       0.006       0.000
    365    12    31  2002    109       0  rtu1090               31.687       5.797       0.342      30.219       0.000       0.007       0.000       0.056       0.000
    365    12    31  2002    110       0  rtu1100                0.334       2.425       0.202       0.847       0.000       0.001       0.000       0.010       0.000
    365    12    31  2002    111       0  rtu1110                0.183       0.442       0.084       0.155       0.000       0.056       0.000       0.004       0.000
    365    12    31  2002    112       0  rtu1120                0.051       0.395       0.023       0.056       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    113       0  rtu1130                0.090       0.548       0.034       0.459       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    114       0  rtu1140               35.703       6.072       0.401       8.065       0.000       0.031       0.000       0.043       0.000
    365    12    31  2002    115       0  rtu1150                0.062       0.417       0.032       0.126       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    116       0  rtu1160                0.002       0.010       0.001       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    117       0  rtu1170                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    118       0  rtu1180                0.599       3.861       0.318       0.439       0.000       0.001       0.000       0.015       0.000
    365    12    31  2002    119       0  rtu1190                0.454       2.816       0.233       0.055       0.000       0.001       0.000       0.011       0.000
    365    12    31  2002    120       0  rtu1200                0.506       3.504       0.288       0.589       0.000       0.001       0.000       0.014       0.000
    365    12    31  2002    121       0  rtu1210               75.254      12.895       0.715       0.193       0.000       0.000       0.000       0.012       0.000
    365    12    31  2002    122       0  rtu1220                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    123       0  rtu1230                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    124       0  rtu1240                0.022       0.136       0.009       0.245       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    125       0  rtu1250                0.424       1.055       0.205       0.331       0.000       0.128       0.000       0.008       0.000
    365    12    31  2002    126       0  rtu1260                0.241       0.701       0.121       0.142       0.000       0.049       0.000       0.005       0.000
    365    12    31  2002    127       0  rtu1270                0.071       0.331       0.043       0.072       0.000       0.020       0.000       0.001       0.000
    365    12    31  2002    128       0  rtu1280                0.301       0.726       0.141       0.123       0.000       0.051       0.000       0.006       0.000
    365    12    31  2002    129       0  rtu1290                0.401       0.969       0.188       0.211       0.000       0.088       0.000       0.007       0.000
    365    12    31  2002    130       0  rtu1300                0.108       0.794       0.058       0.523       0.000       0.013       0.000       0.002       0.000
    365    12    31  2002    131       0  rtu1310                0.307       0.746       0.145       0.183       0.000       0.075       0.000       0.006       0.000
    365    12    31  2002    132       0  rtu1320                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    133       0  rtu1330                0.258       0.632       0.122       0.125       0.000       0.052       0.000       0.005       0.000
    365    12    31  2002    134       0  rtu1340              118.646      16.608       0.916       0.315       0.000       0.000       0.000       0.015       0.000
    365    12    31  2002    135       0  rtu1350                0.184       1.142       0.075       0.055       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002    136       0  rtu1360                0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    137       0  rtu1370                0.134       0.859       0.051       0.508       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002    138       0  rtu1380                0.069       0.684       0.038       0.353       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    139       0  rtu1390                0.270       0.781       0.135       0.216       0.000       0.078       0.000       0.005       0.000
    365    12    31  2002    140       0  rtu1400                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    141       0  rtu1410                0.032       0.191       0.012       0.087       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    142       0  rtu1420               57.495       8.518       0.470       0.098       0.000       0.000       0.000       0.008       0.000
    365    12    31  2002    143       0  rtu1430               64.040      12.426       0.692       0.363       0.000       0.000       0.000       0.012       0.000
    365    12    31  2002    144       0  rtu1440                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    145       0  rtu1450                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    146       0  rtu1460                0.145       1.019       0.085       0.479       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002    147       0  rtu1470                0.109       0.776       0.046       0.429       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    148       0  rtu1480                0.115       0.705       0.047       0.192       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002    149       0  rtu1490                0.275       1.675       0.109       0.127       0.000       0.000       0.000       0.006       0.000
    365    12    31  2002    150       0  rtu1500                0.234       2.337       0.150       1.213       0.000       0.031       0.000       0.006       0.000
    365    12    31  2002    151       0  rtu1510                0.156       1.511       0.143       0.505       0.000       0.095       0.000       0.003       0.000
    365    12    31  2002    152       0  rtu1520                0.373       0.920       0.179       0.220       0.000       0.087       0.000       0.007       0.000
    365    12    31  2002    153       0  rtu1530                0.381       0.928       0.180       0.177       0.000       0.070       0.000       0.007       0.000
    365    12    31  2002    154       0  rtu1540                0.194       1.595       0.091       1.047       0.000       0.000       0.000       0.005       0.000
    365    12    31  2002    155       0  rtu1550                0.249       0.602       0.117       0.074       0.000       0.031       0.000       0.005       0.000
    365    12    31  2002    156       0  rtu1560                0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    157       0  rtu1570                0.166       1.641       0.089       0.737       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002    158       0  rtu1580                0.357       0.864       0.168       0.194       0.000       0.080       0.000       0.007       0.000
    365    12    31  2002    159       0  rtu1590                0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    160       0  rtu1600                0.303       0.733       0.143       0.141       0.000       0.059       0.000       0.006       0.000
    365    12    31  2002    161       0  rtu1610                0.549       1.357       0.264       0.370       0.000       0.145       0.000       0.011       0.000
    365    12    31  2002    162       0  rtu1620                0.205       0.497       0.096       0.134       0.000       0.055       0.000       0.004       0.000
    365    12    31  2002    163       0  rtu1630                0.495       1.189       0.232       0.244       0.000       0.103       0.000       0.009       0.000
    365    12    31  2002    164       0  rtu1640                0.181       0.706       0.101       0.167       0.000       0.047       0.000       0.004       0.000
    365    12    31  2002    165       0  rtu1650                0.298       0.726       0.141       0.168       0.000       0.069       0.000       0.006       0.000
    365    12    31  2002    166       0  rtu1660                0.084       0.748       0.041       0.291       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    167       0  rtu1670                0.117       0.744       0.062       0.048       0.000       0.000       0.000       0.003       0.000
    365    12    31  2002    168       0  rtu1680                0.503       1.244       0.243       0.374       0.000       0.145       0.000       0.010       0.000
    365    12    31  2002    169       0  rtu1690                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    170       0  rtu1700                0.221       1.400       0.090       0.193       0.000       0.000       0.000       0.005       0.000
    365    12    31  2002    171       0  rtu1710                0.280       2.060       0.125       0.314       0.000       0.000       0.000       0.006       0.000
    365    12    31  2002    172       0  rtu1720                0.248       0.608       0.118       0.221       0.000       0.084       0.000       0.005       0.000
    365    12    31  2002    173       0  rtu1730                0.194       0.823       0.112       0.241       0.000       0.066       0.000       0.004       0.000
    365    12    31  2002    174       0  rtu1740                0.331       1.014       0.169       0.238       0.000       0.082       0.000       0.006       0.000
    365    12    31  2002    175       0  rtu1750                0.433       1.046       0.203       0.240       0.000       0.100       0.000       0.008       0.000
    365    12    31  2002    176       0  rtu1760               98.880       9.782       0.540       0.076       0.000       0.000       0.000       0.009       0.000
    365    12    31  2002    177       0  rtu1770                0.078       0.527       0.045       0.211       0.000       0.020       0.000       0.002       0.000
    365    12    31  2002    178       0  rtu1780                0.110       0.327       0.053       0.152       0.000       0.044       0.000       0.002       0.000
    365    12    31  2002    179       0  rtu1790                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    180       0  rtu1800                0.094       0.920       0.050       0.344       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    181       0  rtu1810                0.081       0.801       0.049       0.389       0.000       0.008       0.000       0.002       0.000
    365    12    31  2002    182       0  rtu1820                0.053       0.512       0.028       0.189       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    183       0  rtu1830                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    184       0  rtu1840                0.006       0.053       0.003       0.012       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    185       0  rtu1850                0.011       0.113       0.011       0.123       0.000       0.019       0.000       0.000       0.000
    365    12    31  2002    186       0  rtu1860                0.076       0.523       0.032       0.064       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    187       0  rtu1870                0.036       0.343       0.032       0.116       0.000       0.019       0.000       0.001       0.000
    365    12    31  2002    188       0  rtu1880                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    189       0  rtu1890                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    190       0  rtu1900                0.182       0.447       0.085       0.224       0.000       0.078       0.000       0.004       0.000
    365    12    31  2002    191       0  rtu1910                0.011       0.094       0.008       0.003       0.000       0.001       0.000       0.000       0.000
    365    12    31  2002    192       0  rtu1920                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    193       0  rtu1930                0.179       0.429       0.080       0.204       0.000       0.068       0.000       0.003       0.000
    365    12    31  2002    194       0  rtu1940                0.003       0.040       0.004       0.153       0.000       0.020       0.000       0.000       0.000
    365    12    31  2002    195       0  rtu1950                0.112       0.267       0.049       0.149       0.000       0.049       0.000       0.002       0.000
    365    12    31  2002    196       0  rtu1960                0.295       0.713       0.133       0.258       0.000       0.082       0.000       0.006       0.000
    365    12    31  2002    197       0  rtu1970                0.235       0.573       0.107       0.259       0.000       0.081       0.000       0.005       0.000
    365    12    31  2002    198       0  rtu1980                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    199       0  rtu1990                0.018       0.183       0.010       0.334       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    200       0  rtu2000                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    201       0  rtu2010                0.088       0.198       0.036       0.045       0.000       0.016       0.000       0.002       0.000
    365    12    31  2002    202       0  rtu2020                0.039       0.086       0.016       0.059       0.000       0.018       0.000       0.001       0.000
    365    12    31  2002    203       0  rtu2030                0.286       3.692       0.221       0.917       0.000       0.017       0.000       0.011       0.000
    365    12    31  2002    204       0  rtu2040               99.981      14.807       0.851      75.380       0.000       0.013       0.000       0.050       0.000
    365    12    31  2002    205       0  rtu2050                0.040       0.257       0.016       0.281       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    206       0  rtu2060              170.854       8.507       0.495      48.645       0.000       0.031       0.000       0.035       0.000
    365    12    31  2002    207       0  rtu2070               43.888       5.638       0.333      29.278       0.000       0.006       0.000       0.039       0.000
    365    12    31  2002    208       0  rtu2080                0.195       0.453       0.084       0.106       0.000       0.039       0.000       0.004       0.000
    365    12    31  2002    209       0  rtu2090                0.020       0.174       0.009       0.443       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    210       0  rtu2100                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    211       0  rtu2110               30.610       5.908       0.398      36.941       0.000       0.034       0.000       0.075       0.000
    365    12    31  2002    212       0  rtu2120                0.059       0.125       0.023       0.006       0.000       0.003       0.000       0.001       0.000
    365    12    31  2002    213       0  rtu2130                0.266       0.644       0.120       0.265       0.000       0.083       0.000       0.005       0.000
    365    12    31  2002    214       0  rtu2140                0.074       0.163       0.030       0.024       0.000       0.009       0.000       0.001       0.000
    365    12    31  2002    215       0  rtu2150                0.137       0.313       0.058       0.067       0.000       0.025       0.000       0.002       0.000
    365    12    31  2002    216       0  rtu2160               38.203       6.466       0.425       7.452       0.000       0.033       0.000       0.055       0.000
    365    12    31  2002    217       0  rtu2170                0.075       0.700       0.049       0.209       0.000       0.010       0.000       0.002       0.000
    365    12    31  2002    218       0  rtu2180              158.642       2.734       0.221       6.159       0.000       0.033       0.000       0.043       0.000
    365    12    31  2002    219       0  rtu2190              188.633       2.866       0.233      15.325       0.000       0.035       0.000       0.068       0.000
    365    12    31  2002    220       0  rtu2200              163.593       3.851       0.283       5.266       0.000       0.033       0.000       0.039       0.000
    365    12    31  2002    221       0  rtu2210                0.057       0.528       0.046       0.344       0.000       0.042       0.000       0.001       0.000
    365    12    31  2002    222       0  rtu2220                0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    223       0  rtu2230               93.683       5.218       0.358       6.830       0.000       0.033       0.000       0.031       0.000
    365    12    31  2002    224       0  rtu2240               15.381       0.609       0.053       3.029       0.000       0.008       0.000       0.013       0.000
    365    12    31  2002    225       0  rtu2250                0.023       0.172       0.013       0.207       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    226       0  rtu2260               81.904       1.989       0.164      11.125       0.000       0.026       0.000       0.047       0.000
    365    12    31  2002    227       0  rtu2270               37.577       2.950       0.195       4.705       0.000       0.014       0.000       0.012       0.000
    365    12    31  2002    228       0  rtu2280                0.012       0.112       0.006       0.013       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    229       0  rtu2290               50.590       0.804       0.068       1.002       0.000       0.011       0.000       0.014       0.000
    365    12    31  2002    230       0  rtu2300               54.624       1.143       0.086       0.743       0.000       0.007       0.000       0.020       0.000
    365    12    31  2002    231       0  rtu2310                0.078       0.749       0.041       0.341       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    232       0  rtu2320                0.462       1.088       0.076       0.286       0.000       0.000       0.000       0.009       0.000
    365    12    31  2002    233       0  rtu2330                0.374       0.871       0.061       0.193       0.000       0.000       0.000       0.007       0.000
    365    12    31  2002    234       0  rtu2340                0.011       0.102       0.006       0.014       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    235       0  rtu2350                0.072       0.481       0.028       0.148       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    236       0  rtu2360                0.074       0.711       0.040       0.276       0.000       0.000       0.000       0.002       0.000
    365    12    31  2002    237       0  rtu2370                0.014       0.147       0.010       0.058       0.000       0.000       0.000       0.000       0.000
    365    12    31  2002    238       0  rtu2380                0.282       0.691       0.047       0.119       0.000       0.000       0.000       0.004       0.000
    365    12    31  2002    239       0  rtu2390                0.029       0.302       0.020       0.163       0.000       0.000       0.000       0.001       0.000
    365    12    31  2002    240       0  rtu2400                0.060       0.491       0.033       0.220       0.000       0.001       0.000       0.001       0.000
    365    12    31  2003      1       0  rtu0010                0.093       0.213       0.053       0.187       0.000       0.100       0.000       0.002       0.000
    365    12    31  2003      2       0  rtu0020                0.101       0.226       0.056       0.153       0.000       0.082       0.000       0.002       0.000
    365    12    31  2003      3       0  rtu0030                0.066       0.139       0.035       0.066       0.000       0.042       0.000       0.001       0.000
    365    12    31  2003      4       0  rtu0040                0.084       0.185       0.047       0.070       0.000       0.043       0.000       0.001       0.000
    365    12    31  2003      5       0  rtu0050                0.091       0.204       0.051       0.102       0.000       0.061       0.000       0.002       0.000
    365    12    31  2003      6       0  rtu0060                0.160       0.370       0.092       0.172       0.000       0.090       0.000       0.003       0.000
    365    12    31  2003      7       0  rtu0070                0.103       0.239       0.059       0.196       0.000       0.104       0.000       0.002       0.000
    365    12    31  2003      8       0  rtu0080                0.080       0.175       0.044       0.074       0.000       0.047       0.000       0.001       0.000
    365    12    31  2003      9       0  rtu0090                0.075       0.170       0.042       0.138       0.000       0.070       0.000       0.001       0.000
    365    12    31  2003     10       0  rtu0100                0.052       0.123       0.031       0.198       0.000       0.094       0.000       0.001       0.000
    365    12    31  2003     11       0  rtu0110                0.153       0.357       0.088       0.212       0.000       0.102       0.000       0.003       0.000
    365    12    31  2003     12       0  rtu0120                0.038       0.091       0.023       0.111       0.000       0.054       0.000       0.001       0.000
    365    12    31  2003     13       0  rtu0130                0.024       0.068       0.017       0.261       0.000       0.115       0.000       0.001       0.000
    365    12    31  2003     14       0  rtu0140                0.007       0.025       0.006       0.261       0.000       0.107       0.000       0.000       0.000
    365    12    31  2003     15       0  rtu0150                0.090       0.222       0.055       0.252       0.000       0.114       0.000       0.002       0.000
    365    12    31  2003     16       0  rtu0160                0.067       0.166       0.041       0.181       0.000       0.085       0.000       0.001       0.000
    365    12    31  2003     17       0  rtu0170                0.016       0.043       0.011       0.216       0.000       0.092       0.000       0.000       0.000
    365    12    31  2003     18       0  rtu0180                0.074       0.183       0.045       0.212       0.000       0.096       0.000       0.002       0.000
    365    12    31  2003     19       0  rtu0190                0.043       0.158       0.029       0.200       0.000       0.071       0.000       0.001       0.000
    365    12    31  2003     20       0  rtu0200                8.508       1.024       0.102       5.318       0.000       0.091       0.000       0.012       0.000
    365    12    31  2003     21       0  rtu0210                0.015       0.160       0.016       0.715       0.000       0.126       0.000       0.000       0.000
    365    12    31  2003     22       0  rtu0220               20.486       1.499       0.129       8.612       0.000       0.068       0.000       0.039       0.000
    365    12    31  2003     23       0  rtu0230               24.551       2.732       0.184      24.434       0.000       0.053       0.000       0.029       0.000
    365    12    31  2003     24       0  rtu0240                0.414       1.219       0.104      39.489       0.000       0.071       0.000       0.017       0.000
    365    12    31  2003     25       0  rtu0250                0.003       0.022       0.002       1.542       0.000       0.161       0.000       0.000       0.000
    365    12    31  2003     26       0  rtu0260                0.005       0.053       0.005       1.540       0.000       0.161       0.000       0.000       0.000
    365    12    31  2003     27       0  rtu0270                0.002       0.003       0.000       1.544       0.000       0.161       0.000       0.000       0.000
    365    12    31  2003     28       0  rtu0280                0.002       0.003       0.000       1.544       0.000       0.161       0.000       0.000       0.000
    365    12    31  2003     29       0  rtu0290                0.014       0.233       0.023       1.501       0.000       0.155       0.000       0.001       0.000
    365    12    31  2003     30       0  rtu0300                0.017       0.175       0.017       1.486       0.000       0.158       0.000       0.000       0.000
    365    12    31  2003     31       0  rtu0310                0.009       0.108       0.006       1.303       0.000       0.043       0.000       0.000       0.000
    365    12    31  2003     32       0  rtu0320                0.463       5.963       0.350       2.014       0.000       0.038       0.000       0.019       0.000
    365    12    31  2003     33       0  rtu0330                0.161       0.347       0.089       0.104       0.000       0.073       0.000       0.003       0.000
    365    12    31  2003     34       0  rtu0340                0.148       0.319       0.083       0.088       0.000       0.069       0.000       0.003       0.000
    365    12    31  2003     35       0  rtu0350                0.231       2.957       0.173       1.002       0.000       0.024       0.000       0.010       0.000
    365    12    31  2003     36       0  rtu0360                0.310       4.052       0.234       2.001       0.000       0.000       0.000       0.013       0.000
    365    12    31  2003     37       0  rtu0370                0.109       0.266       0.066       0.246       0.000       0.115       0.000       0.002       0.000
    365    12    31  2003     38       0  rtu0380                0.307       4.060       0.236       2.355       0.000       0.000       0.000       0.013       0.000
    365    12    31  2003     39       0  rtu0390                0.065       0.164       0.040       0.212       0.000       0.099       0.000       0.001       0.000
    365    12    31  2003     40       0  rtu0400                0.004       0.029       0.002       1.819       0.000       0.057       0.000       0.000       0.000
    365    12    31  2003     41       0  rtu0410                0.012       0.168       0.009       1.727       0.000       0.000       0.000       0.000       0.000
    365    12    31  2003     42       0  rtu0420                0.009       0.112       0.006       0.826       0.000       0.000       0.000       0.000       0.000
    365    12    31  2003     43       0  rtu0430                0.191       0.407       0.106       0.089       0.000       0.067       0.000       0.003       0.000
    365    12    31  2003     44       0  rtu0440                0.023       0.158       0.009       0.429       0.000       0.000       0.000       0.001       0.000
    365    12    31  2003     45       0  rtu0450                0.101       0.821       0.080       0.491       0.000       0.076       0.000       0.002       0.000
    365    12    31  2003     46       0  rtu0460                0.229       0.518       0.130       0.223       0.000       0.130       0.000       0.004       0.000
    365    12    31  2003     47       0  rtu0470                0.055       0.570       0.029       2.068       0.000       0.000       0.000       0.001       0.000
    365    12    31  2003     48       0  rtu0480                0.017       0.160       0.016       1.186       0.000       0.131       0.000       0.000       0.000
    365    12    31  2003     49       0  rtu0490                0.059       0.167       0.041       0.353       0.000       0.160       0.000       0.001       0.000
    365    12    31  2003     50       0  rtu0500                0.039       0.369       0.019       1.977       0.000       0.000       0.000       0.001       0.000
    365    12    31  2003     51       0  rtu0510                0.213       0.777       0.137       0.312       0.000       0.132       0.000       0.004       0.000
    365    12    31  2003     52       0  rtu0520                0.192       0.449       0.113       0.228       0.000       0.118       0.000       0.004       0.000
    365    12    31  2003     53       0  rtu0530                0.157       1.638       0.163       0.825       0.000       0.187       0.000       0.003       0.000
    365    12    31  2003     54       0  rtu0540                0.096       0.900       0.045       0.755       0.000       0.000       0.000       0.002       0.000
    365    12    31  2003     55       0  rtu0550                0.269       0.646       0.160       0.333       0.000       0.166       0.000       0.005       0.000
    365    12    31  2003     56       0  rtu0560                0.006       0.035       0.002       0.205       0.000       0.021       0.000       0.000       0.000
    365    12    31  2003     57       0  rtu0570                0.096       0.601       0.035       1.241       0.000       0.000       0.000       0.003       0.000
    365    12    31  2003     58       0  rtu0580                0.063       0.684       0.068       0.568       0.000       0.068       0.000       0.002       0.000
    365    12    31  2003     59       0  rtu0590                0.263       0.586       0.148       0.196       0.000       0.124       0.000       0.005       0.000
    365    12    31  2003     60       0  rtu0600               82.200       4.604       0.293      41.670       0.000       0.019       0.000       0.014       0.000
