	246225.000000	352025.000000	3067.767334	74.599998	42767500.000000
	246175.000000	352075.000000	2997.056641	73.599998	42797500.000000
	246125.000000	352125.000000	2926.345947	72.699997	43045000.000000
	246125.000000	352175.000000	2876.345947	71.699997	43120000.000000
	246075.000000	352225.000000	2805.635254	69.900002	43520000.000000
	246025.000000	352225.000000	2755.635254	69.900002	43552500.000000
	245975.000000	352275.000000	2684.924561	68.900002	43565000.000000
	245925.000000	352275.000000	2634.924561	67.500000	43595000.000000
	245875.000000	352275.000000	2584.924561	67.500000	43612500.000000
	245825.000000	352275.000000	2534.924561	66.699997	43615000.000000
	245775.000000	352275.000000	2484.924561	65.400002	44280000.000000
	245725.000000	352275.000000	2434.924561	64.800003	44282500.000000
	245675.000000	352275.000000	2384.924561	62.500000	44355000.000000
	245625.000000	352275.000000	2334.924561	61.200001	44365000.000000
	245575.000000	352275.000000	2284.924561	60.799999	44422500.000000
	245525.000000	352275.000000	2234.924561	60.599998	44437500.000000
	245475.000000	352275.000000	2184.924561	60.599998	44452500.000000
	245425.000000	352225.000000	2114.213867	57.500000	44515000.000000
	245375.000000	352225.000000	2064.213867	57.400002	44522500.000000
	245325.000000	352175.000000	1993.503174	55.700001	44547500.000000
	245275.000000	352175.000000	1943.503174	54.599998	44592500.000000
	245225.000000	352225.000000	1872.792480	54.099998	44607500.000000
	245175.000000	352225.000000	1822.792480	53.700001	44615000.000000
	245125.000000	352275.000000	1752.081787	52.599998	44627500.000000
	245075.000000	352225.000000	1681.371094	51.500000	44635000.000000
	245025.000000	352175.000000	1610.660400	49.500000	44710000.000000
	244975.000000	352125.000000	1539.949707	48.700001	44735000.000000
	244925.000000	352075.000000	1469.239014	48.700001	44780000.000000
	244875.000000	352025.000000	1398.528320	48.700001	44797500.000000
	244925.000000	351975.000000	1327.817627	48.700001	44815000.000000
	244875.000000	351925.000000	1257.106934	44.700001	44837500.000000
	244825.000000	351875.000000	1186.396240	41.500000	45015000.000000
	244775.000000	351875.000000	1136.396240	40.799999	45025000.000000
	244725.000000	351875.000000	1086.396240	40.400002	45047500.000000
	244675.000000	351875.000000	1036.396240	39.099998	45055000.000000
	244625.000000	351825.000000	965.685547	37.500000	45105000.000000
	244575.000000	351875.000000	894.974854	36.299999	45120000.000000
	244525.000000	351925.000000	824.264160	34.400002	45135000.000000
	244525.000000	351975.000000	774.264160	34.400002	45157500.000000
	244475.000000	352025.000000	703.553467	31.299999	45172500.000000
	244425.000000	352075.000000	632.842773	30.600000	45177500.000000
	244425.000000	352125.000000	582.842773	29.600000	45217500.000000
	244425.000000	352175.000000	532.842773	27.900000	46075000.000000
	244375.000000	352225.000000	462.132080	26.700001	46087500.000000
	244325.000000	352275.000000	391.421387	25.400000	46105000.000000
	244275.000000	352325.000000	320.710693	23.700001	46117500.000000
	244225.000000	352325.000000	270.710693	23.500000	46135000.000000
	244175.000000	352325.000000	220.710678	23.500000	46137500.000000
	244125.000000	352375.000000	150.000000	21.000000	46317500.000000
	244075.000000	352375.000000	100.000000	19.900000	46320000.000000
	244025.000000	352375.000000	50.000000	18.700001	46322500.000000
	243975.000000	352375.000000	0.000000	17.500000	46362500.000000
	246475.000000	351875.000000	3379.899414	80.300003	38857500.000000
	246425.000000	351875.000000	3329.899414	79.599998	38907500.000000
	246375.000000	351925.000000	3259.188721	77.400002	38917500.000000
	246325.000000	351975.000000	3188.478027	76.599998	38932500.000000
	246275.000000	352025.000000	3117.767334	75.599998	38945000.000000
	246225.000000	352025.000000	3067.767334	74.599998	42767500.000000
	247775.000000	352825.000000	5202.689453	95.400002	31977500.000000
	247725.000000	352775.000000	5131.979004	95.400002	31985000.000000
	247675.000000	352775.000000	5081.979004	95.000000	32420000.000000
	247625.000000	352725.000000	5011.268555	95.000000	32437500.000000
	247625.000000	352675.000000	4961.268555	95.000000	32445000.000000
	247575.000000	352625.000000	4890.558105	94.900002	32457500.000000
	247525.000000	352625.000000	4840.558105	94.500000	32460000.000000
	247475.000000	352575.000000	4769.847656	92.500000	32490000.000000
	247425.000000	352575.000000	4719.847656	92.500000	32537500.000000
	247375.000000	352575.000000	4669.847656	92.500000	32572500.000000
	247325.000000	352575.000000	4619.847656	92.500000	32582500.000000
	247275.000000	352575.000000	4569.847656	92.400002	32592500.000000
	247275.000000	352525.000000	4519.847656	92.400002	32617500.000000
	247225.000000	352475.000000	4449.137207	92.400002	32632500.000000
	247175.000000	352425.000000	4378.426758	92.400002	32677500.000000
	247125.000000	352375.000000	4307.716309	92.400002	32680000.000000
	247075.000000	352325.000000	4237.005859	92.400002	33185000.000000
	247025.000000	352275.000000	4166.295410	92.400002	33192500.000000
	246975.000000	352225.000000	4095.584961	92.400002	33692500.000000
	246925.000000	352225.000000	4045.584961	92.400002	33717500.000000
	246875.000000	352175.000000	3974.874268	92.400002	33735000.000000
	246825.000000	352125.000000	3904.163574	92.400002	33780000.000000
	246825.000000	352075.000000	3854.163574	92.400002	33792500.000000
	246775.000000	352025.000000	3783.452881	92.400002	33812500.000000
	246725.000000	351975.000000	3712.742188	92.400002	33895000.000000
	246675.000000	351925.000000	3642.031494	92.400002	33907500.000000
	246625.000000	351975.000000	3571.320801	82.699997	33917500.000000
	246575.000000	351975.000000	3521.320801	81.699997	33940000.000000
	246525.000000	351925.000000	3450.610107	81.400002	33967500.000000
	246475.000000	351875.000000	3379.899414	80.300003	38857500.000000
	248875.000000	352725.000000	6385.531250	97.000000	26320000.000000
	248825.000000	352725.000000	6335.531250	97.000000	26322500.000000
	248775.000000	352725.000000	6285.531250	97.000000	26370000.000000
	248725.000000	352725.000000	6235.531250	97.000000	26380000.000000
	248675.000000	352725.000000	6185.531250	97.000000	26640000.000000
	248625.000000	352725.000000	6135.531250	97.000000	26647500.000000
	248575.000000	352725.000000	6085.531250	97.000000	26655000.000000
	248525.000000	352725.000000	6035.531250	97.000000	26765000.000000
	248475.000000	352725.000000	5985.531250	96.300003	26805000.000000
	248425.000000	352775.000000	5914.820801	96.300003	26847500.000000
	248375.000000	352775.000000	5864.820801	96.300003	26980000.000000
	248325.000000	352775.000000	5814.820801	96.300003	26985000.000000
	248275.000000	352775.000000	5764.820801	96.300003	26990000.000000
	248225.000000	352775.000000	5714.820801	96.300003	26995000.000000
	248175.000000	352775.000000	5664.820801	96.300003	26997500.000000
	248125.000000	352725.000000	5594.110352	96.300003	27050000.000000
	248075.000000	352725.000000	5544.110352	96.300003	27090000.000000
	248025.000000	352725.000000	5494.110352	96.300003	27092500.000000
	247975.000000	352725.000000	5444.110352	96.300003	27112500.000000
	247925.000000	352775.000000	5373.399902	96.300003	27350000.000000
	247875.000000	352775.000000	5323.399902	96.300003	27355000.000000
	247825.000000	352775.000000	5273.399902	96.300003	27475000.000000
	247775.000000	352825.000000	5202.689453	95.400002	31977500.000000
	249525.000000	352875.000000	7309.793945	102.699997	23967500.000000
	249475.000000	352825.000000	7239.083496	102.699997	23985000.000000
	249475.000000	352775.000000	7189.083496	102.699997	23992500.000000
	249475.000000	352725.000000	7139.083496	102.699997	24010000.000000
	249425.000000	352675.000000	7068.373047	102.699997	24230000.000000
	249375.000000	352625.000000	6997.662598	102.699997	24382500.000000
	249325.000000	352675.000000	6926.952148	100.800003	24392500.000000
	249275.000000	352675.000000	6876.952148	100.000000	24395000.000000
	249225.000000	352675.000000	6826.952148	98.800003	24407500.000000
	249175.000000	352725.000000	6756.241699	97.800003	24425000.000000
	249125.000000	352725.000000	6706.241699	97.199997	24435000.000000
	249125.000000	352775.000000	6656.241699	97.000000	24437500.000000
	249075.000000	352775.000000	6606.241699	97.000000	24442500.000000
	249025.000000	352775.000000	6556.241699	97.000000	25105000.000000
	248975.000000	352775.000000	6506.241699	97.000000	25195000.000000
	248925.000000	352775.000000	6456.241699	97.000000	25202500.000000
	248875.000000	352725.000000	6385.531250	97.000000	26320000.000000
	250175.000000	352725.000000	8021.925293	102.699997	22475000.000000
	250125.000000	352725.000000	7971.925293	102.699997	22477500.000000
	250075.000000	352725.000000	7921.925293	102.699997	22480000.000000
	250025.000000	352725.000000	7871.925293	102.699997	22622500.000000
	249975.000000	352725.000000	7821.925293	102.699997	22637500.000000
	249925.000000	352775.000000	7751.214844	102.699997	22657500.000000
	249875.000000	352775.000000	7701.214844	102.699997	22660000.000000
	249825.000000	352775.000000	7651.214844	102.699997	22757500.000000
	249775.000000	352825.000000	7580.504395	102.699997	22780000.000000
	249725.000000	352825.000000	7530.504395	102.699997	22787500.000000
	249675.000000	352825.000000	7480.504395	102.699997	22797500.000000
	249625.000000	352875.000000	7409.793945	102.699997	22817500.000000
	249575.000000	352875.000000	7359.793945	102.699997	22820000.000000
	249525.000000	352875.000000	7309.793945	102.699997	23967500.000000
	250375.000000	352775.000000	8242.635742	102.699997	19685000.000000
	250325.000000	352775.000000	8192.635742	102.699997	19687500.000000
	250275.000000	352725.000000	8121.925293	102.699997	20455000.000000
	250225.000000	352725.000000	8071.925293	102.699997	20457500.000000
	250175.000000	352725.000000	8021.925293	102.699997	22475000.000000
	250925.000000	353075.000000	8916.901367	102.699997	16110000.000000
	250875.000000	353075.000000	8866.901367	102.699997	16127500.000000
	250825.000000	353075.000000	8816.901367	102.699997	16130000.000000
	250775.000000	353025.000000	8746.190430	102.699997	16587500.000000
	250725.000000	352975.000000	8675.479492	102.699997	16607500.000000
